@ref,@id,@form,@lemma,@postag
Leuven|21597|8|1,1,τοσαύτας,τοσοῦτος,p-p---fa-
Leuven|21597|8|2,2,γάρ,γάρ,d--------
Leuven|21597|8|3,3,προσδοχάς,προσδοχή,n-p---fa-
Leuven|21597|8|4,4,χρεωστοῦμεν,χρεωστέω,v1ppia---
Leuven|21597|8|5,5,",",",",u--------
Leuven|21597|8|6,6,καί,καί,b--------
Leuven|21597|8|7,7,οὐκέτι,οὐκέτι,d--------
Leuven|21597|8|8,8,πιστευόμεθα,πιστεύω,v1ppie---
Leuven|21597|8|9,9,",",",",u--------
Leuven|21597|8|10,10,ἐάν,ἐάν,c--------
Leuven|21597|8|11,11,μή,μή,d--------
Leuven|21597|8|12,12,εὐγνωμονήσωμεν,εὐγνωμονέω,v1pasa---
Leuven|21597|8|13,13,.,.,u--------
