@ref,@id,@form,@lemma,@postag
Leuven|27089|12|1,1,νυκτός,νύξ,n-s---fg-
Leuven|27089|12|2,2,σοι,σύ,p2s---cd-
Leuven|27089|12|3,3,ἔγραψα,γράφω,v1saia---
Leuven|27089|12|4,4,τὴν,ὁ,l-s---fa-
Leuven|27089|12|5,5,ἐπιστολὴν,ἐπιστολή,n-s---fa-
Leuven|27089|12|6,6,ταύτην,οὗτος,p-s---fa-
Leuven|27089|12|7,7,εὑρὼν,εὑρίσκω,v-sapamn-
Leuven|27089|12|8,8,εὐκαιρίαν,εὐκαιρία,n-s---fa-
Leuven|27089|12|9,9,",",",",u--------
Leuven|27089|12|10,10,οὐ,οὐ,d--------
Leuven|27089|12|11,11,δὲ,δέ,b--------
Leuven|27089|12|12,12,δεδυνημένος,δύναμαι,v-srpemn-
Leuven|27089|12|13,13,σοι,σύ,p2s---cd-
Leuven|27089|12|14,14,πέμψαι,πέμπω,v--ana---
Leuven|27089|12|15,15,.,.,u--------
