@ref,@id,@form,@lemma,@postag
Leuven|33609|6|1,1,τόν,ὁ,l-s---ma-
Leuven|33609|6|2,2,δέ,δέ,d--------
Leuven|33609|6|3,3,πίνακα,πίναξ,n-s---ma-
Leuven|33609|6|4,4,ἐξαυτῆς,ἐξαυτῆς,d--------
Leuven|33609|6|5,5,μή,μή,d--------
Leuven|33609|6|6,6,ἀμελήσῃς,ἀμελέω,v2sasa---
Leuven|33609|6|7,7,πέμψαι,πέμπω,v--ana---
Leuven|33609|6|8,8,",",",",u--------
Leuven|33609|6|9,9,καί,καί,b--------
Leuven|33609|6|10,10,δήλωσον,δηλόω,v2sama---
Leuven|33609|6|11,11,μοι,ἐγώ,p1s---cd-
Leuven|33609|6|12,12,τίνι,τίς,p-s---cd-
Leuven|33609|6|13,13,θέλεις,ἐθέλω,v2spia---
Leuven|33609|6|14,14,μεταβαλεῖν,μεταβάλλω,v--ana---
Leuven|33609|6|15,15,τήν,ὁ,l-s---fa-
Leuven|33609|6|16,16,τιμήν,τιμή,n-s---fa-
Leuven|33609|6|17,17,αὐτοῦ,αὐτός,p-s---mg-
Leuven|33609|6|18,18,.,.,u--------
