@ref,@id,@form,@lemma,@postag
Leuven|17627|3|1,1,θέλω,ἐθέλω,v1spia---
Leuven|17627|3|2,2,σε,σύ,p2s---ca-
Leuven|17627|3|3,3,γινώσκειν,γιγνώσκω,v--pna---
Leuven|17627|3|4,4,ὅτι,ὅτι,c--------
Leuven|17627|3|5,5,ἤκουσα,ἀκούω,v1saia---
Leuven|17627|3|6,6,παρὰ,παρά,r--------
Leuven|17627|3|7,7,τῶν,ὁ,l-p---mg-
Leuven|17627|3|8,8,ἡκότων,ἡκότων,v-prpamgp
Leuven|17627|3|9,9,μοι,ἐγώ,p1s---cd-
Leuven|17627|3|10,10,ὅτι,ὅτι,c--------
Leuven|17627|3|11,11,ἠσθένηκας,ἀσθενέω,v2sria---
Leuven|17627|3|12,12,",",",",u--------
Leuven|17627|3|13,13,ἐχάρην,χαίρω,v1saip---
Leuven|17627|3|14,14,δὲ,δέ,b--------
Leuven|17627|3|15,15,ἀκούσασα,ἀκούω,v-sapafn-
Leuven|17627|3|16,16,ὅτι,ὅτι,c--------
Leuven|17627|3|17,17,κομψῶς,κομψός,d--------
Leuven|17627|3|18,18,ἔσχηκας,ἔχω,v2sria---
Leuven|17627|3|19,19,.,.,u--------
