@ref,@id,@form,@lemma,@postag
Leuven|27328|1|1,1,Θερμουθᾶς,Θερμουθᾶς,n-s---fn-
Leuven|27328|1|2,2,Οὐαλεριᾶτι,Οὐαλεριᾶς,n-s---fd-
Leuven|27328|1|3,3,τῇ,ὁ,l-s---fd-
Leuven|27328|1|4,4,μητρί,μήτηρ,n-s---fd-
Leuven|27328|1|5,5,πλεῖστα,πολύς,a-p---nas
Leuven|27328|1|6,6,χαίρειν,χαίρω,v--pna---
Leuven|27328|1|7,7,καί,καί,b--------
Leuven|27328|1|8,8,διά,διά,r--------
Leuven|27328|1|9,9,παντός,πᾶς,a-s---ng-
Leuven|27328|1|10,10,ὑγιαίνειν,ὑγιαίνω,v--pna---
Leuven|27328|1|11,11,.,.,u--------
Leuven|27328|1|12,12,[0],,---------
