@ref,@id,@form,@lemma,@postag
Leuven|8810|2|1,1,ἀδικουμένη,ἀδικέω,v-sppefn-
Leuven|8810|2|2,2,ὑπὸ,ὑπό,r--------
Leuven|8810|2|3,3,Ἡλιοδώρου,Ἡλιόδωρος,n-s---mg-
Leuven|8810|2|4,4,τοῦ,ὁ,l-s---mg-
Leuven|8810|2|5,5,Βρομίου,Βρομίος,n-s---mg-
Leuven|8810|2|6,6,τῶν,ὁ,l-p---mg-
Leuven|8810|2|7,7,κατοικούντων,κατοικέω,v-pppamg-
Leuven|8810|2|8,8,μοι,ἐγώ,p1s---cd-
Leuven|8810|2|9,9,τὴν,ὁ,l-s---fa-
Leuven|8810|2|10,10,αὐτὴν,αὐτός,p-s---fa-
Leuven|8810|2|11,11,Ὀξύρυγχα,Ὀξύρυγχα,n-s---fa-
Leuven|8810|2|12,12,τῆς,ὁ,l-s---fg-
Leuven|8810|2|13,13,Πολέμωνος,Πολέμων,n-s---mg-
Leuven|8810|2|14,14,περίδος,περιδίδωμι,v2sama---
Leuven|8810|2|15,15,",",",",u--------
Leuven|8810|2|16,16,ἐπέδωκά,ἐπιδίδωμι,v1saia---
Leuven|8810|2|17,17,σοι,σύ,p2s---cd-
Leuven|8810|2|18,18,ὑπόμνημα,ὑπόμνημα,n-s---na-
Leuven|8810|2|19,19,διασαφοῦσά,διασαφέω,v-sppafn-
Leuven|8810|2|20,20,σοι,σύ,p2s---cd-
Leuven|8810|2|21,21,ὑπάρχοντός,ὑπάρχω,v-sppamg-
Leuven|8810|2|22,22,μοι,ἐγώ,p1s---cd-
Leuven|8810|2|23,23,αὐτοῦ,αὐτός,p-s---mg-
Leuven|8810|2|24,24,ἐν,ἐν,r--------
Leuven|8810|2|25,25,γνώσει,γνῶσις,n-s---fd-
Leuven|8810|2|26,26,δοῦναί,δίδωμι,v--ana---
Leuven|8810|2|27,27,με,ἐγώ,p1s---ca-
Leuven|8810|2|28,28,αὐτῶι,αὐτός,p-s---md-
Leuven|8810|2|29,29,διὰ,διά,r--------
Leuven|8810|2|30,30,χειρὸς,χείρ,n-s---fg-
Leuven|8810|2|31,31,χαλκοῦ,χαλκός,n-s---mg-
Leuven|8810|2|32,32,δραχμὰς,δραχμή,n-p---fa-
Leuven|8810|2|33,33,Ασξδ,Ἄσξδ,m-------
Leuven|8810|2|34,34,καὶ,καί,b--------
Leuven|8810|2|35,35,πυρῶν,πῦρ,n-p---ng-
Leuven|8810|2|36,36,ἀρτάβας,ἀρτάβη,n-p---fa-
Leuven|8810|2|37,37,α,α,m-------
Leuven|8810|2|38,38,ἥμισυ,ἥμισυς,a-s---na-
Leuven|8810|2|39,39,τοῦ,ὁ,l-s---ng-
Leuven|8810|2|40,40,ε,ε,m--------
Leuven|8810|2|41,41,ἔτους,ἔτος,n-s---ng-
Leuven|8810|2|42,42,Τῦβι,Τῦβι,n-s------
Leuven|8810|2|43,43,ἐφ’,ἐπί,r--------
Leuven|8810|2|44,44,ὧι,ὅς,p-s---nd-
Leuven|8810|2|45,45,τοκιεῖ,τοκίζω,v3sfia---
Leuven|8810|2|46,46,μοι,ἐγώ,p1s---cd-
Leuven|8810|2|47,47,τὸν,ὁ,l-s---ma-
Leuven|8810|2|48,48,χαλκὸν,χαλκός,n-s---ma-
Leuven|8810|2|49,49,ἕως,ἕως,r--------
Leuven|8810|2|50,50,Φαμενὼθ,Φαμενώθ,n-s------
Leuven|8810|2|51,51,λ,λ,m-------
Leuven|8810|2|52,52,τοῦ,ὁ,l-s---ng-
Leuven|8810|2|53,53,αὐτοῦ,αὐτός,p-s---ng-
Leuven|8810|2|54,54,ἔτους,ἔτος,n-s---ng-
Leuven|8810|2|55,55,",",",",u--------
Leuven|8810|2|56,56,τοῦ,ὁ,l-s---mg-
Leuven|8810|2|57,57,δὲ,δέ,b--------
Leuven|8810|2|58,58,χρόνου,χρόνος,n-s---mg-
Leuven|8810|2|59,59,διεληλυθότος,διέρχομαι,v-srpamg-
Leuven|8810|2|60,60,ἀπαιτούμενον,ἀπαιτέω,v-sppema-
Leuven|8810|2|61,61,ὑπό,ὑπό,r--------
Leuven|8810|2|62,62,μου,ἐγώ,p1s---cg-
Leuven|8810|2|63,63,δοῦναί,δίδωμι,v--ana---
