@ref,@id,@form,@lemma,@postag
Leuven|27089|5|1,1,ἔπεμψέ,πέμπω,v3saia---
Leuven|27089|5|2,2,μοι,ἐγώ,p1s---cd-
Leuven|27089|5|3,3,φάσιν,φάσις,n-s---fa-
Leuven|27089|5|4,4,περὶ,περί,r--------
Leuven|27089|5|5,5,γυναικός,γυνή,n-s---fg-
Leuven|27089|5|6,6,",",",",u--------
Leuven|27089|5|7,7,γνώμην,γνώμη,n-s---fa-
Leuven|27089|5|8,8,μου,ἐγώ,p1s---cg-
Leuven|27089|5|9,9,λαμβάνων,λαμβάνω,v-sppamn-
Leuven|27089|5|10,10,ἐωνεῖτό,ὠνέομαι,v3siie---
Leuven|27089|5|11,11,μοι,ἐγώ,p1s---cd-
Leuven|27089|5|12,12,.,.,u--------
