@ref,@id,@form,@lemma,@postag
Leuven|7667|9|1,1,γράφε,γράφω,v2spma---
Leuven|7667|9|2,2,δ’,δέ,d--------
Leuven|7667|9|3,3,ἡμῖν,ἐγώ,p1p---cd-
Leuven|7667|9|4,4,καί,καί,d--------
Leuven|7667|9|5,5,σύ,σύ,p2s---cn-
Leuven|7667|9|6,6,ἵνα,ἵνα,c--------
Leuven|7667|9|7,7,εἰδῶμεν,οἶδα,v1prsa---
Leuven|7667|9|8,8,ἐν,ἐν,r--------
Leuven|7667|9|9,9,οἷς,ὅς,p-p---nd-
Leuven|7667|9|10,10,εἶ,εἰμί,v2spia---
Leuven|7667|9|11,11,καί,καί,b--------
Leuven|7667|9|12,12,μή,μή,d--------
Leuven|7667|9|13,13,ἀγωνιῶμεν,ἀγωνιάω,v1ppsa---
Leuven|7667|9|14,14,.,.,u--------
