@ref,@id,@form,@lemma,@postag
Leuven|32546|2|1,1,πάντα,πᾶς,a-p---na-
Leuven|32546|2|2,2,ὑπερθέμενος,ὑπερτίθημι,v-sapmmn-
Leuven|32546|2|3,3,ἐξαυτῆς,ἐξαυτῆς,d--------
Leuven|32546|2|4,4,ἀπάντησον,ἀπαντάω,v2sama---
Leuven|32546|2|5,5,πρὸς,πρός,r--------
Leuven|32546|2|6,6,ἡμᾶς,ἐγώ,p1p---ca-
Leuven|32546|2|7,7,ἐπειδὴ,ἐπειδή,c--------
Leuven|32546|2|8,8,ἡ,ὁ,l-s---fn-
Leuven|32546|2|9,9,μήτηρ,μήτηρ,n-s---fn-
Leuven|32546|2|10,10,ἡμῶν,ἐγώ,p1p---cg-
Leuven|32546|2|11,11,ἀπεγένετο,ἀπογίγνομαι,v3saim---
Leuven|32546|2|12,12,καὶ,καί,b--------
Leuven|32546|2|13,13,πάνυ,πάνυ,d--------
Leuven|32546|2|14,14,χρείαν,χρεία,n-s---fa-
Leuven|32546|2|15,15,ἔχομεν,ἔχω,v1ppia---
Leuven|32546|2|16,16,τῇ,ὁ,l-s---fd-
Leuven|32546|2|17,17,παρουσίᾳ,παρουσία,n-s---fd-
Leuven|32546|2|18,18,σου,σύ,p2s---cg-
Leuven|32546|2|19,19,.,.,u--------
