@ref,@id,@form,@lemma,@postag
Leuven|1781|6|1,1,ἐπεὶ,ἐπεί,c--------
Leuven|1781|6|2,2,δὴ,δή,d--------
Leuven|1781|6|3,3,πολλάκις,πολλάκις,d--------
Leuven|1781|6|4,4,μου,ἐγώ,p1s---cg-
Leuven|1781|6|5,5,δεομένου,δέω,v-sppemg-
Leuven|1781|6|6,6,διδόναι,δίδωμι,v--pna---
Leuven|1781|6|7,7,μοι,ἐγώ,p1s---cd-
Leuven|1781|6|8,8,ἃ,ὅς,p-p---na-
Leuven|1781|6|9,9,σὺ,σύ,p2s---cn-
Leuven|1781|6|10,10,συνέταξας,συντάσσω,v2saia---
Leuven|1781|6|11,11,οὐκ,οὐ,d--------
Leuven|1781|6|12,12,ἐδίδου,δίδωμι,v3siia---
Leuven|1781|6|13,13,μοι,ἐγώ,p1s---cd-
Leuven|1781|6|14,14,οὐθὲν,οὐδείς,p-s---na-
Leuven|1781|6|15,15,Κρότος,Κρότος,n-s---mn-
Leuven|1781|6|16,16,",",",",u--------
Leuven|1781|6|17,17,ἀλλʼ,ἀλλά,b--------
Leuven|1781|6|18,18,ἐκέλευέν,κελεύω,v3siia---
Leuven|1781|6|19,19,με,ἐγώ,p1s---ca-
Leuven|1781|6|20,20,ἀπαλλάσσεσθαι,ἀπαλλάσσω,v--pne---
Leuven|1781|6|21,21,",",",",u--------
Leuven|1781|6|22,22,χρόνον,χρόνος,n-s---ma-
Leuven|1781|6|23,23,μὲν,μέν,d--------
Leuven|1781|6|24,24,οὖν,οὖν,d--------
Leuven|1781|6|25,25,πολὺν,πολύς,a-s---ma-
Leuven|1781|6|26,26,ἐκαρτέρουν,καρτερέω,v1siia---
Leuven|1781|6|27,27,σε,σύ,p2s---ca-
Leuven|1781|6|28,28,προσδεχόμενος,προσδέχομαι,v-sppemn-
Leuven|1781|6|29,29,",",",",u--------
Leuven|1781|6|30,30,ἐπεὶ,ἐπεί,c--------
Leuven|1781|6|31,31,δὲ,δέ,b--------
Leuven|1781|6|32,32,τῶν,ὁ,l-p---ng-
Leuven|1781|6|33,33,ἀναγκαίων,ἀναγκαῖος,a-p---ng-
Leuven|1781|6|34,34,ἐνδεὴς,ἐνδεής,a-s---mn-
Leuven|1781|6|35,35,ἤμην,εἰμί,v1siie---
Leuven|1781|6|36,36,καὶ,καί,b--------
Leuven|1781|6|37,37,οὐθὲν,οὐδείς,p-s---na-
Leuven|1781|6|38,38,ἠδυνάμην,δύναμαι,v1saim---
Leuven|1781|6|39,39,οὐδαμόθεν,οὐδαμόθεν,d--------
Leuven|1781|6|40,40,πορίζειν,πορίζω,v--pna---
Leuven|1781|6|41,41,",",",",u--------
Leuven|1781|6|42,42,ἠναγκάσθην,ἀναγκάζω,v1saip---
Leuven|1781|6|43,43,ἀποτρέχειν,ἀποτρέχω,v--pna---
Leuven|1781|6|44,44,εἰς,εἰς,r--------
Leuven|1781|6|45,45,Συρίαν,Συρία,n-s---fa-
Leuven|1781|6|46,46,ἵνα,ἵνα,c--------
Leuven|1781|6|47,47,μὴ,μή,d--------
Leuven|1781|6|48,48,τῶι,ὁ,l-s---md-
Leuven|1781|6|49,49,λιμῶι,λιμός,n-s---md-
Leuven|1781|6|50,50,παραπόλωμαι,παραπόλλυμι,v1sasm---
Leuven|1781|6|51,51,.,.,u--------
