@ref,@id,@form,@lemma,@postag
Leuven|28133|4|1,1,ἐν,ἐν,r--------
Leuven|28133|4|2,2,νόῳ,νόος,n-s---md-
Leuven|28133|4|3,3,ἔχῃς,ἔχω,v2spsa---
Leuven|28133|4|4,4,ὅτι,ὅτι,c--------
Leuven|28133|4|5,5,ἡ,ὁ,l-s---fn-
Leuven|28133|4|6,6,θυγάτηρ,θυγάτηρ,n-s---fn-
Leuven|28133|4|7,7,μου,ἐγώ,p1s---cg-
Leuven|28133|4|8,8,εἰς,εἰς,r--------
Leuven|28133|4|9,9,Ἀλεξάνδρειαν,Ἀλεξάνδρεια,n-s---fa-
Leuven|28133|4|10,10,εἶσι,εἶμι,v3spia---
Leuven|28133|4|11,11,",",",",u--------
Leuven|28133|4|12,12,ἵνα,ἵνα,c--------
Leuven|28133|4|13,13,καί,καί,d--------
Leuven|28133|4|14,14,ἐγώ,ἐγώ,p1s---cn-
Leuven|28133|4|15,15,εἰδῶ,οἶδα,v1srsa---
Leuven|28133|4|16,16,ὅτι,ὅτι,c--------
Leuven|28133|4|17,17,πατέρα,πατήρ,n-s---ma-
Leuven|28133|4|18,18,ἔχω,ἔχω,v1spia---
Leuven|28133|4|19,19,ἵνα,ἵνα,c--------
Leuven|28133|4|20,20,μή,μή,d--------
Leuven|28133|4|21,21,ἴδωσιν,ὁράω,v3pasa---
Leuven|28133|4|22,22,με,ἐγώ,p1s---ca-
Leuven|28133|4|23,23,ὡς,ὡς,c--------
Leuven|28133|4|24,24,μή,μή,d--------
Leuven|28133|4|25,25,ἔχουσαν,ἔχω,v-sppafa-
Leuven|28133|4|26,26,γονεῖς,γονεύς,n-p---ma-
Leuven|28133|4|27,27,.,.,u--------
