@ref,@id,@form,@lemma,@postag
Leuven|1925|2|1,1,εἰ,εἰ,c--------
Leuven|1925|2|2,2,ἔρρωσαι,ῥώννυμι,v2srie---
Leuven|1925|2|3,3,καὶ,καί,b--------
Leuven|1925|2|4,4,τὰ,ὁ,l-p---nn-
Leuven|1925|2|5,5,λοιπά,λοιπός,a-p---nn-
Leuven|1925|2|6,6,σοί,σύ,p2s---cd-
Leuven|1925|2|7,7,ἐστι,εἰμί,v3spia---
Leuven|1925|2|8,8,πάντα,πᾶς,a-p---nn-
Leuven|1925|2|9,9,κατὰ,κατά,r--------
Leuven|1925|2|10,10,γνώμην,γνώμη,n-s---fa-
Leuven|1925|2|11,11,",",",",u--------
Leuven|1925|2|12,12,ἔχοιμι,ἔχω,v1spoa---
Leuven|1925|2|13,13,ἂν,ἄν,d--------
Leuven|1925|2|14,14,τοῖς,ὁ,l-p---md-
Leuven|1925|2|15,15,θεοῖς,θεός,n-p---md-
Leuven|1925|2|16,16,πολλὴν,πολύς,a-s---fa-
Leuven|1925|2|17,17,χάριν,χάρις,n-s---fa-
Leuven|1925|2|18,18,·,·,u--------
