@ref,@id,@form,@lemma,@postag
Leuven|26738|5|1,1,ἐάν,ἐάν,c--------
Leuven|26738|5|2,2,δέ,δέ,d--------
Leuven|26738|5|3,3,μή,μή,d--------
Leuven|26738|5|4,4,σοι,σύ,p2s---cd-
Leuven|26738|5|5,5,δοκῇ,δοκέω,v3spsa---
Leuven|26738|5|6,6,ἐλθεῖν,ἔρχομαι,v--ana---
Leuven|26738|5|7,7,σημεῖα,σημεῖον,n-p---na-
Leuven|26738|5|8,8,ἡμῖν,ἐγώ,p1p---cd-
Leuven|26738|5|9,9,πέμψον,πέμπω,v2sama---
Leuven|26738|5|10,10,ἐπεί,ἐπεί,c--------
Leuven|26738|5|11,11,ἐμείναμεν,μένω,v1paia---
Leuven|26738|5|12,12,ἐν,ἐν,r--------
Leuven|26738|5|13,13,τῷ,ὁ,l-s---md-
Leuven|26738|5|14,14,πολέμῳ,πόλεμος,n-s---md-
Leuven|26738|5|15,15,κGματα,,_
Leuven|26738|5|16,16,τῶν,ὁ,l-p---ng-
Leuven|26738|5|17,17,εἰς,εἰς,r--------
Leuven|26738|5|18,18,τήν,ὁ,l-s---fa-
Leuven|26738|5|19,19,κέλλαν,κέλλα,n-s---fa-
Leuven|26738|5|20,20,.,.,u--------
