@ref,@id,@form,@lemma,@postag
Leuven|28975|2|1,1,ἔπεμψα,πέμπω,v1saia---
Leuven|28975|2|2,2,σοι,σύ,p2s---cd-
Leuven|28975|2|3,3,τό,ὁ,l-s---na-
Leuven|28975|2|4,4,σῶμα,σῶμα,n-s---na-
Leuven|28975|2|5,5,Σενύριος,Σενυρις,n-s---fg-
Leuven|28975|2|6,6,τῆς,ὁ,l-s---fg-
Leuven|28975|2|7,7,μητρός,μήτηρ,n-s---fg-
Leuven|28975|2|8,8,μου,ἐγώ,p1s---cg-
Leuven|28975|2|9,9,κεκηδευμένον,κηδεύω,v-srpena-
Leuven|28975|2|10,10,",",",",u--------
Leuven|28975|2|11,11,ἔχον,ἔχω,v-sppana-
Leuven|28975|2|12,12,τάβλαν,τάβλα,n-s---fa-
Leuven|28975|2|13,13,κατά,κατά,r--------
Leuven|28975|2|14,14,τοῦ,ὁ,l-s---mg-
Leuven|28975|2|15,15,τραχήλου,τράχηλος,n-s---mg-
Leuven|28975|2|16,16,διά,διά,r--------
Leuven|28975|2|17,17,Γαλῆτος,Γαλῆς,n-s---mg-
Leuven|28975|2|18,18,πατρός,πατήρ,n-s---mg-
Leuven|28975|2|19,19,Ἱέρακος,Ἱέραξ,n-s---mg-
Leuven|28975|2|20,20,ἐν,ἐν,r--------
Leuven|28975|2|21,21,πλοίῳ,πλοῖον,n-s---nd-
Leuven|28975|2|22,22,ἰδίῳ,ἴδιος,a-s---nd-
Leuven|28975|2|23,23,",",",",u--------
Leuven|28975|2|24,24,τοῦ,ὁ,l-s---ng-
Leuven|28975|2|25,25,ναύλου,ναῦλον,n-s---ng-
Leuven|28975|2|26,26,δοθέντος,δίδωμι,v-sappmg-
Leuven|28975|2|27,27,ὑπ’,ὑπό,r--------
Leuven|28975|2|28,28,ἐμοῦ,ἐγώ,p1s---cg-
Leuven|28975|2|29,29,πλήρης,πλήρης,d--------
Leuven|28975|2|30,30,.,.,u--------
