@ref,@id,@form,@lemma,@postag
Leuven|5830|5|1,1,ὅτε,ὅτε,c--------
Leuven|5830|5|2,2,δέ,δέ,d--------
Leuven|5830|5|3,3,μοι,ἐγώ,p1s---cd-
Leuven|5830|5|4,4,συγκατέστη,συγκαθίστημι,v3saim---
Leuven|5830|5|5,5,διαθείς,διατίθημι,v-sapamn-
Leuven|5830|5|6,6,με,ἐγώ,p1s---ca-
Leuven|5830|5|7,7,τὰ,ὁ,l-p---na-
Leuven|5830|5|8,8,πάνδεινα,πάνδεινος,a-p---na-
Leuven|5830|5|9,9,",",",",u--------
Leuven|5830|5|10,10,συνεκρίθη,συγκρίνω,v3saip---
Leuven|5830|5|11,11,κατασφραγισθῆναι,κατασφραγίζω,v--anp---
Leuven|5830|5|12,12,αὐτὸ,αὐτός,p-s---nn-
Leuven|5830|5|13,13,καὶ,καί,b--------
Leuven|5830|5|14,14,κεῖσθαι,κεῖμαι,v--pne---
Leuven|5830|5|15,15,ἐν,ἐν,r--------
Leuven|5830|5|16,16,τῷ,ὁ,l-s---nd-
Leuven|5830|5|17,17,ἀρχείῳ,ἀρχεῖον,n-s---nd-
Leuven|5830|5|18,18,",",",",u--------
Leuven|5830|5|19,19,ἕως,ἕως,c--------
Leuven|5830|5|20,20,ὅτου,ὅστις,p-s---ng-
Leuven|5830|5|21,21,παραγένῃ,παραγίγνομαι,v2sasm---
Leuven|5830|5|22,22,·,·,u--------
