@ref,@id,@form,@lemma,@postag
Leuven|33637|2|1,1,πρό,πρό,r--------
Leuven|33637|2|2,2,μέν,μέν,d--------
Leuven|33637|2|3,3,πάντων,πᾶς,a-p---ng-
Leuven|33637|2|4,4,εὔχομαι,εὔχομαι,v1spie---
Leuven|33637|2|5,5,σε,σύ,p2s---ca-
Leuven|33637|2|6,6,ὑγιαίνειν,ὑγιαίνω,v--pna---
Leuven|33637|2|7,7,καί,καί,b--------
Leuven|33637|2|8,8,ὁλοκληρεῖν,ὁλοκληρέω,v--pna---
Leuven|33637|2|9,9,παρά,παρά,r--------
Leuven|33637|2|10,10,τῷ,ὁ,l-s---md-
Leuven|33637|2|11,11,κυρίῳ,κύριος,a-s---md-
Leuven|33637|2|12,12,θεῷ,θεός,n-s---md-
Leuven|33637|2|13,13,·,·,u--------
