@ref,@id,@form,@lemma,@postag
Leuven|21342|5|1,1,γινώσκειν,γιγνώσκω,v--pna---
Leuven|21342|5|2,2,σε,σύ,p2s---ca-
Leuven|21342|5|3,3,θέλω,ἐθέλω,v1spia---
Leuven|21342|5|4,4,ὅτι,ὅτι,c--------
Leuven|21342|5|5,5,ἐγεννήθη,γεννάω,v3saip---
Leuven|21342|5|6,6,μοι,ἐγώ,p1s---cd-
Leuven|21342|5|7,7,ἄλλο,ἄλλος,p-s---nn-
Leuven|21342|5|8,8,παιδίον,παιδίον,n-s---nn-
Leuven|21342|5|9,9,ἄρσεν,ἄρσην,a-s---nn-
Leuven|21342|5|10,10,ᾧ,ὅς,p-s---nd-
Leuven|21342|5|11,11,ὄνομα,ὄνομα,n-s---na-
Leuven|21342|5|12,12,Ἀγαθὸς,Ἀγαθός,n-s---mn-
Leuven|21342|5|13,13,Δαίμων,Δαίμων,n-s---mn-
Leuven|21342|5|14,14,θεῶν,θεός,n-p---mg-
Leuven|21342|5|15,15,θελόντων,ἐθέλω,v-pppamg-
Leuven|21342|5|16,16,.,.,u--------
Leuven|21342|5|17,17,[0],_,_
