@ref,@id,@form,@lemma,@postag
Leuven|677|3|1,1,καλῶς,καλός,d--------
Leuven|677|3|2,2,ἄν,ἄν,d--------
Leuven|677|3|3,3,οὖν,οὖν,d--------
Leuven|677|3|4,4,ποιήσαις,ποιέω,v2saoa---
Leuven|677|3|5,5,δούς,δίδωμι,v-sapamn-
Leuven|677|3|6,6,Νικάδαι,Νικάδης,n-s---md-
Leuven|677|3|7,7,τῷ,ὁ,l-s---md-
Leuven|677|3|8,8,τά,ὁ,l-p---na-
Leuven|677|3|9,9,γράμματα,γράμμα,n-p---na-
Leuven|677|3|10,10,σοι,σύ,p2s---cd-
Leuven|677|3|11,11,ἀποδεδωκότι,ἀποδίδωμι,v-srpamd-
Leuven|677|3|12,12,δραχμάς,δραχμή,n-p---fa-
Leuven|677|3|13,13,ρν,ρν,m--------
Leuven|677|3|14,14,.,.,u--------
