@ref,@id,@form,@lemma,@postag
Leuven|27679|15|1,1,μὰ,μά,r--------
Leuven|27679|15|2,2,τοὺς,ὁ,l-p---ma-
Leuven|27679|15|3,3,θεούς,θεός,n-p---ma-
Leuven|27679|15|4,4,",",",",u--------
Leuven|27679|15|5,5,G,G,---------
Leuven|27679|15|6,6,ἐλυπήθην,λυπέω,v1saip---
Leuven|27679|15|7,7,ἀκούσας,ἀκούω,v-sapamn-
Leuven|27679|15|8,8,ποῖ,ποῖ,d--------
Leuven|27679|15|9,9,ἀπὸ,ἀπό,r--------
Leuven|27679|15|10,10,τοῦ,ὁ,l-s---mg-
Leuven|27679|15|11,11,μικροῦ,μικρός,a-s---mg-
Leuven|27679|15|12,12,χαλκοῦ,χαλκός,n-s---mg-
Leuven|27679|15|13,13,ἤχθη,ἄγω,v3saip---
Leuven|27679|15|14,14,.,.,u--------
