@ref,@id,@form,@lemma,@postag
Leuven|21597|9|1,1,πέμπων,πέμπω,v-sppamn-
Leuven|21597|9|2,2,δέ,δέ,d--------
Leuven|21597|9|3,3,δήλωσον,δηλόω,v2sama---
Leuven|21597|9|4,4,τοῖς,ὁ,l-p---md-
Leuven|21597|9|5,5,σοῖς,σός,a-p---md-
Leuven|21597|9|6,6,παρασχεῖν,παρέχω,v--ana---
Leuven|21597|9|7,7,μοι,ἐγώ,p1s---cd-
Leuven|21597|9|8,8,τήν,ὁ,l-s---fa-
Leuven|21597|9|9,9,ὑπολοιπάδα,ὑπολοιπάς,n-s---fa-
Leuven|21597|9|10,10,τοῦ,ὁ,l-s---mg-
Leuven|21597|9|11,11,οἴνου,οἶνος,n-s---mg-
Leuven|21597|9|12,12,καί,καί,b--------
Leuven|21597|9|13,13,τῆς,ὁ,l-s---fg-
Leuven|21597|9|14,14,καθόλου,καθόλου,d--------
Leuven|21597|9|15,15,μονάδαν,μονάδην,n-s---fa-
Leuven|21597|9|16,16,μίαν,εἷς,m-s---fa-
Leuven|21597|9|17,17,ἥμισυ,ἥμισυς,a-s---na-
Leuven|21597|9|18,18,.,.,u--------
