@ref,@id,@form,@lemma,@postag
Leuven|40821|3|1,1,ἔγραψας,γράφω,v2saia---
Leuven|40821|3|2,2,μοι,ἐγώ,p1s---cd-
Leuven|40821|3|3,3,περί,περί,r--------
Leuven|40821|3|4,4,τῆς,ὁ,l-s---fg-
Leuven|40821|3|5,5,τιμῆς,τιμή,n-s---fg-
Leuven|40821|3|6,6,τοῦ,ὁ,l-s---ng-
Leuven|40821|3|7,7,ἐλαίου,ἔλαιον,n-s---ng-
Leuven|40821|3|8,8,ὅτι,ὅτι,c--------
Leuven|40821|3|9,9,νῦν,νῦν,d--------
Leuven|40821|3|10,10,ἐστιν,εἰμί,v3spia---
Leuven|40821|3|11,11,τιμῆς,τιμή,n-s---fg-
Leuven|40821|3|12,12,πολλῆς,πολύς,a-s---fg-
Leuven|40821|3|13,13,παρά,παρά,r--------
Leuven|40821|3|14,14,σοι,σύ,p2s---cd-
Leuven|40821|3|15,15,καί,καί,b--------
Leuven|40821|3|16,16,οὐ,οὐ,d--------
Leuven|40821|3|17,17,δοκεῖ,δοκέω,v3spia---
Leuven|40821|3|18,18,μοι,ἐγώ,p1s---cd-
Leuven|40821|3|19,19,πολλοῦ,πολύς,a-s---ng-
Leuven|40821|3|20,20,ἀγοράσαι,ἀγοράζω,v--ana---
Leuven|40821|3|21,21,.,.,u--------
