@ref,@id,@form,@lemma,@postag
Leuven|27328|2|1,1,ἔλαβον,λαμβάνω,v1saia---
Leuven|27328|2|2,2,παρά,παρά,r--------
Leuven|27328|2|3,3,Οὐαλερίου,Οὐαλέριος,n-s---mg-
Leuven|27328|2|4,4,σπυρίδιν,σπυρίδιον,n-s---na-
Leuven|27328|2|5,5,ὅπου,ὅπου,d--------
Leuven|27328|2|6,6,λακάνια,Λακώνιον,n-p---nn-
Leuven|27328|2|7,7,ζεύγη,ζεῦγος,n-p---nn-
Leuven|27328|2|8,8,εἴκοσι,εἴκοσι,m--------
Leuven|27328|2|9,9,καί,καί,b--------
Leuven|27328|2|10,10,κολλούρια,κολλούριον,n-p---nn-
Leuven|27328|2|11,11,δέκα,δέκα,m--------
Leuven|27328|2|12,12,ζεύγη,ζεῦγος,n-p---nn-
Leuven|27328|2|13,13,·,·,u--------
Leuven|27328|2|14,14,[0],,---------
