@ref,@id,@form,@lemma,@postag
Leuven|28410|5|1,1,καὶ,καί,d--------
Leuven|28410|5|2,2,ἡ,ὁ,l-s---fn-
Leuven|28410|5|3,3,μήτηρ,μήτηρ,n-s---fn-
Leuven|28410|5|4,4,μου,ἐγώ,p1s---cg-
Leuven|28410|5|5,5,εἶπε,λέγω,v3saia---
Leuven|28410|5|6,6,Ἀρχελάῳ,Ἀρχέλαος,n-s---md-
Leuven|28410|5|7,7,ὅτι,ὅτι,c--------
Leuven|28410|5|8,8,ἀναστατοῖ,ἀναστατόω,v3spia---
Leuven|28410|5|9,9,μὴ,μή,d--------
Leuven|28410|5|10,10,αἴρων,αἴρω,v-sppamn-
Leuven|28410|5|11,11,αὐτόν,αὐτός,p-s---ma-
Leuven|28410|5|12,12,.,.,u--------
