@ref,@id,@form,@lemma,@postag
Leuven|27086|25|1,1,ἐβλάβην,βλάπτω,v1saip---
Leuven|27086|25|2,2,πόσα,πόσος,p-p---na-
Leuven|27086|25|3,3,πέρυσι,πέρυσι,d--------
Leuven|27086|25|4,4,διὰ,διά,r--------
Leuven|27086|25|5,5,Σατορνεῖλον,Σατορνεῖλος,n-s---ma-
Leuven|27086|25|6,6,",",",",u--------
Leuven|27086|25|7,7,οὐδὲ,οὐδέ,b--------
Leuven|27086|25|8,8,ὠφείλησε,ὀφειλέω,v3saia---
Leuven|27086|25|9,9,αὐτὰ,αὐτός,p-p---na-
Leuven|27086|25|10,10,οὐδὲ,οὐδέ,b--------
Leuven|27086|25|11,11,ἐγώ,ἐγώ,p1s---cn-
Leuven|27086|25|12,12,",",",",u--------
Leuven|27086|25|13,13,ἀλλὰ,ἀλλά,b--------
Leuven|27086|25|14,14,πάντα,πᾶς,a-p---na-
Leuven|27086|25|15,15,ἐβλάβην,βλάπτω,v1saip---
Leuven|27086|25|16,16,.,.,u--------
Leuven|27086|25|17,17,[1],_,_
