@ref,@id,@form,@lemma,@postag
Leuven|27086|16|1,1,ἐὰν,ἐάν,c--------
Leuven|27086|16|2,2,ὁ,ὁ,l-s---mn-
Leuven|27086|16|3,3,θεὸς,θεός,n-s---mn-
Leuven|27086|16|4,4,θέλῃ,ἐθέλω,v3spsa---
Leuven|27086|16|5,5,καὶ,καί,b--------
Leuven|27086|16|6,6,λάβῃς,λαμβάνω,v2sasa---
Leuven|27086|16|7,7,τὰ,ὁ,l-p---na-
Leuven|27086|16|8,8,ἐπιμήνια,ἐπιμήνιος,a-p---na-
Leuven|27086|16|9,9,ἃ,ὅς,p-p---na-
Leuven|27086|16|10,10,πεποίηκά,ποιέω,v1sria---
Leuven|27086|16|11,11,σοι,σύ,p2s---cd-
Leuven|27086|16|12,12,",",",",u--------
Leuven|27086|16|13,13,μὴ,μή,d--------
Leuven|27086|16|14,14,αὐτὰ,αὐτός,p-p---na-
Leuven|27086|16|15,15,G,G,v2spma---
Leuven|27086|16|16,16,.,.,u--------
