@ref,@id,@form,@lemma,@postag
Leuven|27172|8|1,1,ἐρωτῶ,ἐρωτάω,v1spia---
Leuven|27172|8|2,2,σε,σύ,p2s---ca-
Leuven|27172|8|3,3,οὖν,οὖν,d--------
Leuven|27172|8|4,4,",",",",u--------
Leuven|27172|8|5,5,κύριε,κύριος,n-s---mv-
Leuven|27172|8|6,6,μου,ἐγώ,p1s---cg-
Leuven|27172|8|7,7,πάτηρ,πατήρ,n-s---mv-
Leuven|27172|8|8,8,",",",",u--------
Leuven|27172|8|9,9,καί,καί,b--------
Leuven|27172|8|10,10,παρακαλῶ,παρακαλέω,v1spia---
Leuven|27172|8|11,11,",",",",u--------
Leuven|27172|8|12,12,ἐάν,ἐάν,c--------
Leuven|27172|8|13,13,θέλῃς,ἐθέλω,v2spsa---
Leuven|27172|8|14,14,",",",",u--------
Leuven|27172|8|15,15,μή,μή,d--------
Leuven|27172|8|16,16,πάλιν,πάλιν,d--------
Leuven|27172|8|17,17,πλεῖον,πολύς,a-s---nac
Leuven|27172|8|18,18,πεῖσαι,πείθω,v--ana---
Leuven|27172|8|19,19,.,.,u--------
