,@id,@form,@lemma,@postag,@relation
0,1,ἡγεῖτο,ἡγέομαι,v3siim---,PRED_CO
1,2,δὲ,δέ,d--------,AuxY
2,3,τῶν,ὁ,l-p---mg-,ATR
3,4,μὲν,μέν,d--------,AuxY
4,5,Ἀθηναίων,Ἀθήναιος,n-p---mg-,OBJ
5,6,Ἀριστείδης,Ἀριστείδης,n-s---mn-,SBJ
6,7,",",punc1,u--------,AuxX
7,8,τῶν,ὁ,l-p---mg-,ATR
8,9,δὲ,δέ,c--------,COORD
9,10,συμπάντων,σύμπας,a-p---mg-,OBJ
10,11,Παυσανίας,Παυσανίας,n-s---mn-,SBJ
11,12,",",punc1,u--------,AuxX
12,13,ἐπίτροπος,ἐπίτροπος,a-s---mn-,PNOM
13,14,ὢν,εἰμί,v-sppamn-,ADV
14,15,τοῦ,ὁ,l-s---mg-,ATR
15,16,Λεωνίδου,Λεωνίδας,n-s---mg-,ATR
16,17,παιδός,παῖς,n-s---mg-,ATR
17,18,.,punc1,u--------,AuxK
18,19,ἡγεῖτο,ἡγέομαι,v3siim---,PRED_CO
