,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0010-020|12|1,1,ἡγοῦ,ἡγέομαι,v2spme---,PRED
1,Leuven|0010-020|12|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|0010-020|12|3,3,τόθ’,τότε,d--------,OBJ
3,Leuven|0010-020|12|4,4,ἕξειν,ἔχω,v--fna---,OBJ
4,Leuven|0010-020|12|5,5,ἀνυπέρβλητον,ἀνυπέρβλητος,a-s---fa-,ATR_CO
5,Leuven|0010-020|12|6,6,αὐτὴν,αὐτός,p-s---fa-,OBJ
6,Leuven|0010-020|12|7,7,καὶ,καί,c--------,COORD
7,Leuven|0010-020|12|8,8,τῶν,ὁ,l-p---ng-,ATR
8,Leuven|0010-020|12|9,9,σοὶ,σύ,p2s---cd-,OBJ
9,Leuven|0010-020|12|10,10,πεπραγμένων,πράσσω,v-prpeng-,ATR
10,Leuven|0010-020|12|11,11,ἀξίαν,ἀξία,n-s---fa-,ATR_CO
12,Leuven|0010-020|12|13,13,ὅταν,ὅταν,c--------,AuxC
13,Leuven|0010-020|12|14,14,τοὺς,ὁ,l-p---ma-,ATR
14,Leuven|0010-020|12|15,15,μὲν,μέν,d--------,AuxY
15,Leuven|0010-020|12|16,16,βαρβάρους,βάρβαρος,a-p---ma-,SBJ
16,Leuven|0010-020|12|17,17,ἀναγκάσῃς,ἀναγκάζω,v2sasa---,ADV_CO
17,Leuven|0010-020|12|18,18,εἱλωτεύειν,εἱλωτεύω,v--pna---,OBJ
18,Leuven|0010-020|12|19,19,τοῖς,ὁ,l-p---md-,ATR
19,Leuven|0010-020|12|20,20,Ἕλλησι,Ἕλλην,n-p---md-,OBJ
20,Leuven|0010-020|12|21,21,πλὴν,πλήν,r--------,AuxP
21,Leuven|0010-020|12|22,22,τῶν,ὁ,l-p---mg-,ATR
22,Leuven|0010-020|12|23,23,σοὶ,σύ,p2s---cd-,OBJ
23,Leuven|0010-020|12|24,24,συναγωνισαμένων,συναγωνίζομαι,v-papmmg-,ATR
25,Leuven|0010-020|12|26,26,τὸν,ὁ,l-s---ma-,ATR
26,Leuven|0010-020|12|27,27,δὲ,δέ,d--------,COORD
27,Leuven|0010-020|12|28,28,βασιλέα,βασιλεύς,n-s---ma-,SBJ
28,Leuven|0010-020|12|29,29,τὸν,ὁ,l-s---ma-,ATR
29,Leuven|0010-020|12|30,30,νῦν,νῦν,d--------,ADV
30,Leuven|0010-020|12|31,31,μέγαν,μέγας,a-s---ma-,ADV
31,Leuven|0010-020|12|32,32,προσαγορευόμενον,προσαγορεύω,v-sppema-,ATR
32,Leuven|0010-020|12|33,33,ποιήσῃς,ποιέω,v2sasa---,ADV_CO
33,Leuven|0010-020|12|34,34,τοῦτο,οὗτος,p-s---na-,OBJ
34,Leuven|0010-020|12|35,35,πράττειν,πράσσω,v--pna---,OBJ
35,Leuven|0010-020|12|36,36,ὅ,ὅς,p-s---na-,OBJ
36,Leuven|0010-020|12|37,37,τι,τις,p-s---na-,ATR
37,Leuven|0010-020|12|38,38,ἂν,ἄν,d--------,AuxY
38,Leuven|0010-020|12|39,39,σὺ,σύ,p2s---cn-,SBJ
39,Leuven|0010-020|12|40,40,προστάττῃς,προστάσσω,v2spsa---,ATR
