,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0010-020|1|1,1,ἐγὼ,ἐγώ,p1s---cn-,SBJ
1,Leuven|0010-020|1|2,2,διελέχθην,διαλέγω,v1saip---,PRED_CO
2,Leuven|0010-020|1|3,3,μὲν,μέν,d--------,AuxY
3,Leuven|0010-020|1|4,4,καὶ,καί,d--------,AuxZ
4,Leuven|0010-020|1|5,5,πρὸς,πρός,r--------,AuxP
5,Leuven|0010-020|1|6,6,Ἀντίπατρον,Ἀντίπατρος,n-s---ma-,OBJ
6,Leuven|0010-020|1|7,7,περί,περί,r--------,AuxP
7,Leuven|0010-020|1|8,8,τε,τε,c--------,AuxY
8,Leuven|0010-020|1|9,9,τῶν,ὁ,l-p---ng-,ATR
9,Leuven|0010-020|1|10,10,τῇ,ὁ,l-s---fd-,ATR
10,Leuven|0010-020|1|11,11,πόλει,πόλις,n-s---fd-,ADV_CO
11,Leuven|0010-020|1|12,12,καὶ,καί,c--------,COORD
12,Leuven|0010-020|1|13,13,τῶν,ὁ,l-p---ng-,ATR
13,Leuven|0010-020|1|14,14,σοὶ,σύ,p2s---cd-,ADV_CO
14,Leuven|0010-020|1|15,15,συμφερόντων,συμφέρω,v-pppang-,ADV_CO
15,Leuven|0010-020|1|16,16,ἐξαρκούντως,ἐξαρκούντως,d--------,ADV
17,Leuven|0010-020|1|18,18,ὡς,ὡς,c--------,AuxC
18,Leuven|0010-020|1|19,19,ἐμαυτὸν,ἐμαυτοῦ,p1s---ma-,OBJ
19,Leuven|0010-020|1|20,20,ἔπειθον,πείθω,v1siia---,ADV
21,Leuven|0010-020|1|22,22,ἠβουλήθην,βούλομαι,v1saip---,PRED_CO
22,Leuven|0010-020|1|23,23,δὲ,δέ,d--------,AuxY
23,Leuven|0010-020|1|24,24,καὶ,καί,c--------,COORD
24,Leuven|0010-020|1|25,25,πρὸς,πρός,r--------,AuxP
25,Leuven|0010-020|1|26,26,σὲ,σύ,p2s---ca-,OBJ
26,Leuven|0010-020|1|27,27,γράψαι,γράφω,v--ana---,OBJ
27,Leuven|0010-020|1|28,28,περὶ,περί,r--------,AuxP
28,Leuven|0010-020|1|29,29,ὧν,ὅς,p-p---ng-,ADV
29,Leuven|0010-020|1|30,30,μοι,ἐγώ,p1s---cd-,OBJ
30,Leuven|0010-020|1|31,31,δοκεῖ,δοκέω,v3spia---,ADV
31,Leuven|0010-020|1|32,32,πρακτέον,πράσσω,a-s---na-,PNOM
32,Leuven|0010-020|1|33,33,εἶναι,εἰμί,v--pna---,OBJ
33,Leuven|0010-020|1|34,34,μετὰ,μετά,r--------,AuxP
34,Leuven|0010-020|1|35,35,τὴν,ὁ,l-s---fa-,ATR
35,Leuven|0010-020|1|36,36,εἰρήνην,εἰρήνη,n-s---fa-,ADV
37,Leuven|0010-020|1|38,38,παραπλήσια,παραπλήσιος,a-p---na-,OBJ
38,Leuven|0010-020|1|39,39,μὲν,μέν,d--------,AuxY
39,Leuven|0010-020|1|40,40,τοῖς,ὁ,l-p---nd-,ATR
40,Leuven|0010-020|1|41,41,ἐν,ἐν,r--------,AuxP
41,Leuven|0010-020|1|42,42,τῷ,ὁ,l-s---md-,ATR
42,Leuven|0010-020|1|43,43,λόγῳ,λόγος,n-s---md-,ADV
43,Leuven|0010-020|1|44,44,γεγραμμένοις,γράφω,v-prpend-,ADV
45,Leuven|0010-020|1|46,46,πολὺ,πολύς,a-s---na-,ADV
46,Leuven|0010-020|1|47,47,δ’,δέ,d--------,AuxY
47,Leuven|0010-020|1|48,48,ἐκείνων,ἐκεῖνος,p-p---ng-,ATR
48,Leuven|0010-020|1|49,49,συντομώτερα,σύντομος,a-p---nac,OBJ
