,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0010-020|8|1,1,εἰ,εἰ,c--------,AuxC
1,Leuven|0010-020|8|2,2,μὲν,μέν,d--------,AuxY
2,Leuven|0010-020|8|3,3,οὖν,οὖν,d--------,AuxY
3,Leuven|0010-020|8|4,4,εἶχον,ἔχω,v1siia---,ADV_CO
4,Leuven|0010-020|8|5,5,τὴν,ὁ,l-s---fa-,ATR
5,Leuven|0010-020|8|6,6,αὐτὴν,αὐτός,p-s---fa-,ATR
6,Leuven|0010-020|8|7,7,δύναμιν,δύναμις,n-s---fa-,OBJ
7,Leuven|0010-020|8|8,8,ἥνπερ,ὅς,p-s---fa-,OBJ
8,Leuven|0010-020|8|9,9,πρότερον,πρότερος,d--------,ADV
10,Leuven|0010-020|8|11,11,καὶ,καί,c--------,COORD
11,Leuven|0010-020|8|12,12,μὴ,μή,d--------,AuxZ
12,Leuven|0010-020|8|13,13,παντάπασιν,παντάπασι,d--------,ADV
13,Leuven|0010-020|8|14,14,ἦν,εἰμί,v3siia---,ADV_CO
14,Leuven|0010-020|8|15,15,ἀπειρηκώς,ἀπολέγω,v-srpamn-,PNOM
16,Leuven|0010-020|8|17,17,οὐκ,οὐ,d--------,AuxZ
17,Leuven|0010-020|8|18,18,ἂν,ἄν,d--------,AuxY
18,Leuven|0010-020|8|19,19,δι’,διά,r--------,AuxP
19,Leuven|0010-020|8|20,20,ἐπιστολῆς,ἐπιστολή,n-s---fg-,ADV
20,Leuven|0010-020|8|21,21,διελεγόμην,διαλέγω,v1siie---,PRED_CO
22,Leuven|0010-020|8|23,23,ἀλλὰ,ἀλλά,c--------,COORD
23,Leuven|0010-020|8|24,24,παρὼν,πάρειμι,v-sppamn-,ADV
24,Leuven|0010-020|8|25,25,αὐτὸς,αὐτός,p-s---mn-,ADV
25,Leuven|0010-020|8|26,26,παρώξυνον,παροξύνω,v1siia---,PRED_CO
26,Leuven|0010-020|8|27,27,ἄν,ἄν,d--------,AuxY
27,Leuven|0010-020|8|28,28,σε,σύ,p2s---ca-,OBJ
28,Leuven|0010-020|8|29,29,καὶ,καί,c--------,COORD
29,Leuven|0010-020|8|30,30,παρεκάλουν,παρακαλέω,v1siia---,PRED_CO
30,Leuven|0010-020|8|31,31,ἐπὶ,ἐπί,r--------,AuxP
31,Leuven|0010-020|8|32,32,τὰς,ὁ,l-p---fa-,ATR
32,Leuven|0010-020|8|33,33,πράξεις,πρᾶξις,n-p---fa-,OBJ
33,Leuven|0010-020|8|34,34,ταύτας,οὗτος,p-p---fa-,ATR
