@id,@form,@lemma,@postag,@relation
1,καὶ,καί,d--------,AuxY
2,γὰρ,γάρ,d--------,AuxY
3,ὑμεῖς,σύ,p-p---mn-,SBJ
4,ἐκείνων,ἐκεῖνος,p-p---mg-,SBJ
5,πρότερον,πρότερος,a-s---na-,ADV
6,ἠκούσατε,ἀκούω,v2paia---,PRED
7,κατηγορούντων,κατηγορέω,v-pppamg-,OBJ
8,καὶ,καί,d--------,AuxZ
9,πολὺ,πολύς,a-s---na-,ADV
10,μᾶλλον,μᾶλλον,d--------,ADV
11,ἢ,ἢ,c--------,AuxC
12,τῶνδε,ὅδε,p-p---mg-,SBJ
13,τῶν,ὁ,l-p---mg-,ATR
14,ὕστερον,ὕστερος,a-s---na-,ADV
15,.,punc1,u--------,AuxK
16,ἠκούσατε,ἀκούω,v2paia---,ADV
17,κατηγορούντων,κατηγορέω,v-pppamg-,OBJ
