@id,@form,@lemma,@postag
1,ἐπειδὴ,ἐπειδή,c--------
2,δὲ,δέ,d--------
3,οὐκ,οὐ,d--------
4,ἀπέφερες,ἀποφέρω,v2siia---
5,",",",",u--------
6,ἀπεδήμεις,ἀποδημέω,v2siia---
7,δέ,δέ,d--------
8,",",",",u--------
9,οὐκ,οὐ,d--------
10,ἦσαν,εἰμί,v3piia---
11,δὲ,δέ,c--------
12,αἱ,ὁ,l-p---fn-
13,φιάλαι,φιάλη,n-p---fn-
14,ἃς,ὅς,p-p---fa-
15,ὁ,ὁ,l-s---mn-
16,θέμενος,τίθημι,v-sapmmn-
17,ἀπῄτει,ἀπαιτέω,v3siia---
18,",",",",u--------
19,ἐγράφης,γράφω,v2saip---
20,τὴν,ὁ,l-s---fa-
21,τιμὴν,τιμή,n-s---fa-
22,αὐτῶν,αὐτός,p-p---fg-
23,ὀφείλων,ὀφείλω,v-sppamn-
24,",",",",u--------
25,ὃ,ὁ,l-s---mn-
26,ἀπετείσθη,ἀποτίνω,v3saip---
27,τῶν,ὁ,l-p---fg-
28,φιαλῶν,φιάλη,n-p---fg-
29,.,.,u--------
