,@id,@form,@lemma,@postag,@relation
0,1,τούτους,οὗτος,a-p---ma-,ATR
1,2,δὲ,δέ,d--------,AuxY
2,3,τοὺς,ὁ,l-p---ma-,ATR
3,4,λόγους,λόγος,n-p---ma-,OBJ
4,5,λέγοντος,λέγω3,v-sppamg-,ADV_CO
5,6,τοῦ,ὁ,l-s---mg-,ATR
6,7,Ἐπαινέτου,Ἐπαίνετος,n-s---mg-,SBJ
7,8,καὶ,καί,c--------,COORD
8,9,τὴν,ὁ,l-s---fa-,ATR
9,10,γραφὴν,γραφή,n-s---fa-,OBJ
10,11,γεγραμμένου,γράφω,v-srpemg-,ADV_CO
11,12,",",",",u--------,AuxX
12,13,γνοὺς,γιγνώσκω,v-sapamn-,ADV
13,14,Στέφανος,Στέφανος,n-s---mn-,SBJ
14,15,οὑτοσὶ,οὗτος,a-s---mn-,ATR
15,16,ὅτι,ὅτι,c--------,AuxC
16,17,ἐξελεγχθήσεται,ἐξελέγχω,v3sfip---,OBJ
17,18,πορνοβοσκῶν,πορνοβοσκός,n-p---mg-,OBJ_CO
18,19,καὶ,καί,c--------,COORD
19,20,συκοφαντῶν,συκοφάντης,n-p---mg-,OBJ_CO
20,21,",",",",u--------,AuxX
21,22,δίαιταν,δίαιτα,n-s---fa-,OBJ
22,23,ἐπιτρέπει,ἐπιτρέπω,v3spia---,PRED
23,24,πρὸς,πρός,r--------,AuxP
24,25,τὸν,ὁ,l-s---ma-,ATR
25,26,Ἐπαίνετον,Ἐπαίνετος,n-s---ma-,ATR
26,27,αὐτοῖς,αὐτός,a-p---md-,ATR
27,28,τοῖς,ὁ,l-p---md-,ATR
28,29,ἐγγυηταῖς,ἐγγυητής,n-p---md-,OBJ
29,30,",",",",u--------,AuxX
30,31,ὥστε,ὥστε,c--------,AuxC
31,32,τῆς,ὁ,l-s---fg-,ATR
32,33,μὲν,μέν,d--------,AuxY
33,34,ἐγγύης,ἐγγύη,n-s---fg-,OBJ
34,35,αὐτοὺς,αὐτός,p-p---ma-,SBJ
35,36,ἀφεῖσθαι,ἀφίημι,v--rne---,ADV_CO
36,37,",",",",u--------,AuxX
37,38,τὴν,ὁ,l-s---fa-,ATR
38,39,δὲ,δέ,c--------,COORD
39,40,γραφὴν,γραφή,n-s---fa-,OBJ
40,41,ἀνελέσθαι,ἀναιρέω,v--anm---,ADV_CO
41,42,τὸν,ὁ,l-s---ma-,ATR
42,43,Ἐπαίνετον,Ἐπαίνετος,n-s---ma-,SBJ
43,44,.,.,u--------,AuxK
