,@id,@form,@lemma,@postag,@relation
0,1,ὥστε,ὥστε,d--------,AuxY
1,2,πολὺ,πολύς,a-s---na-,ADV
2,3,μᾶλλον,μάλα,d-------c,ADV
3,4,ἐλυσιτέλει,λυσιτελέω,v3siia---,PRED
4,5,μὴ,μή,d--------,AuxZ
5,6,γενέσθαι,γίγνομαι,v--anm---,SBJ
6,7,τὸν,ὁ,l-s---ma-,ATR
7,8,ἀγῶνα,ἀγών,n-s---ma-,SBJ
8,9,τουτονὶ,οὗτος,a-s---ma-,ATR
9,10,ἢ,ἢ,c--------,AuxC
10,11,γενομένου,γίγνομαι,v-sapmmg-,ADV
11,12,ἀποψηφίσασθαι,ἀποψηφίζομαι,v--anm---,SBJ
12,13,ὑμᾶς,σύ,p2p---ma-,SBJ
13,14,.,.,u--------,AuxK
14,15,ἐλυσιτέλει,λυσιτελέω,v3siia---,ADV
