,@id,@form,@lemma,@postag,@relation
0,1,τοῖς,ὁ,l-p---md-,ATR
1,2,μὲν,μέν,d--------,AuxY
2,3,οὖν,οὖν,d--------,AuxY
3,4,δικασταῖς,δικαστής,n-p---md-,OBJ
4,5,τοῖς,ὁ,l-p---md-,ATR
5,6,τότε,τότε,d--------,ADV
6,7,δικάσασι,δικάζω,v-papamd-,ATR
7,8,πολλὴν,πολύς,a-s---fa-,ATR
8,9,χάριν,χάρις,n-s---fa-,OBJ
9,10,κατά,κατά,r--------,AuxP
10,11,γε,γε,d--------,AuxZ
11,12,τοῦτο,οὗτος,p-s---na-,ADV_AP
12,13,ἔχω,ἔχω,v1spia---,PRED
13,14,",",punc1,u--------,ADV
14,15,ὅτι,ὅτι2,c--------,AuxC
15,16,οὐ,οὐ,d--------,AuxZ
16,17,περιεῖδον,περί-εἶδον,v3paia---,ADV_AP_CO
17,18,αὐτὸν,αὐτός,p-s---ma-,SBJ
18,19,ἀναρπασθέντα,ἀναρπάζω,v-sappma-,OBJ
19,20,",",punc1,u--------,AuxX
20,21,ἀλλʼ,ἀλλά,c--------,COORD
21,22,ἐτίμησαν,τιμάω,v3piia---,ADV_AP_CO
22,23,ταλάντου,τάλαντον,n-s---ng-,OBJ
23,24,",",punc1,u--------,AuxX
24,25,ὥστε,ὥστε,c--------,AuxC
25,26,δυνηθῆναι,δύναμαι,v--anp---,ADV
26,27,ἐκτεῖσαι,ἐκτίνω,v--ana---,OBJ
27,28,μόλις,μόλις,d--------,ADV
28,29,·,punc1,u--------,AuxK
