,@id,@form,@lemma,@postag,@relation
0,1,λέγει,λέγω3,v3spia---,PRED
1,2,γὰρ,γάρ,d--------,AuxY
2,3,ὡς,ὡς,c--------,AuxC
3,4,οὐδέν,οὐδείς,p-s---nn-,SBJ
4,5,ἐστιν,εἰμί,v3spia---,OBJ
5,6,ἀδικώτερον,ἄδικος,a-s---nnc,PNOM
6,7,φήμης,φήμη,n-s---fg-,ADV
7,8,",",punc1,u--------,AuxX
8,9,ἀγοραῖα,ἀγοραῖος,a-p---na-,ATR_CO
9,10,τεκμήρια,τεκμήριον,n-p---na-,ATR_CO
10,11,καὶ,καί,c--------,COORD
11,12,παντελῶς,παντελής,d--------,ADV
12,13,ἀκόλουθα,ἀκόλουθος,a-p---na-,ATR_CO
13,14,τῷ,ὁ,l-s---md-,ATR
14,15,αὑτοῦ,ἑαυτοῦ,p-s---mg-,ATR
15,16,βίῳ,βίος,n-s---md-,ADV
16,17,παρεχόμενος,παρέχω,v-sppemn-,ADV
17,18,.,punc1,u--------,AuxK
