,@id,@form,@lemma,@postag,@relation
0,1,ἅπαντα,ἅπας,a-p---na-,OBJ
1,2,μὲν,μέν,d--------,AuxY
2,3,οὖν,οὖν,d--------,AuxY
3,4,διεξελθεῖν,διεξέρχομαι,v--ana---,OBJ
4,5,ἃ,ὅς,p-p---na-,OBJ
5,6,ἐν,ἐν,r--------,AuxP
6,7,τούτῳ,οὗτος,a-s---md-,ATR
7,8,τῷ,ὁ,l-s---md-,ATR
8,9,ἐνιαυτῷ,ἐνιαυτός,n-s---md-,ADV
9,10,ἐκακούργησε,κακουργέω,v3saia---,ATR
10,11,",",punc1,u--------,AuxX
11,12,πρὸς,πρός,r--------,AuxP
12,13,μικρὸν,μικρός,a-s---na-,ATR
13,14,μέρος,μέρος,n-s---na-,ADV
14,15,ἡμέρας,ἡμέρα,n-s---fg-,ATR
15,16,οὐκ,οὐ,d--------,AuxZ
16,17,ἄξιον,ἄξιος,a-s---nn-,PNOM
17,18,ἐπιχειρεῖν,ἐπιχειρέω,v--pna---,SBJ
18,19,:,punc1,u--------,AuxK
