@id,@form,@lemma,@postag
1,οὐ,οὐ,d--------
2,γὰρ,γάρ,d--------
3,μόνον,μόνον,d--------
4,εἴ,εἰ,c--------
5,τι,τις,p-s---na-
6,χρήσιμον,χρήσιμος,a-s---na-
7,ἐσκεμμένος,σκέπτομαι,v-srpemn-
8,ἥκει,ἥκω,v3spia---
9,τις,τις,p-s---mn-
10,",",",",u--------
11,τοῦτ’,οὗτος,p-p---na-
12,ἂν,ἄν,d--------
13,ἀκούσαντες,ἀκούω,v-papamn-
14,λάβοιτε,λαμβάνω,v2paoa---
15,",",",",u--------
16,ἀλλὰ,ἀλλά,c--------
17,καὶ,καί,d--------
18,τῆς,ὁ,l-s---fg-
19,ὑμετέρας,ὑμέτερος,a-s---fg-
20,τύχης,τύχη,n-s---fg-
21,ὑπολαμβάνω,ὑπολαμβάνω,v1spia---
22,πολλὰ,πολύς,a-p---na-
23,τῶν,ὁ,l-p---ng-
24,δεόντων,δέω,v-pppang-
25,ἐκ,ἐκ,r--------
26,τοῦ,ὁ,l-s---ng-
27,παραχρῆμ’,παραχρῆμα,d--------
28,ἐνίοις,ἔνιοι,a-p---md-
29,ἂν,ἄν,d--------
30,ἐπελθεῖν,ἐπέρχομαι,v--ana---
31,εἰπεῖν,λέγω,v--ana---
32,",",",",u--------
33,ὥστ’,ὥστε,c--------
34,ἐξ,ἐκ,r--------
35,ἁπάντων,ἅπας,a-p---mg-
36,ῥᾳδίαν,ῥᾴδιος,a-s---fa-
37,τὴν,ὁ,l-s---fa-
38,τοῦ,ὁ,l-s---ng-
39,συμφέροντος,συμφέρω,v-sppang-
40,ὑμῖν,σύ,p-p---md-
41,αἵρεσιν,αἵρεσις,n-s---fa-
42,γενέσθαι,γίγνομαι,v--anm---
43,.,.,u--------
44,εἶναι,εἰμί,v--pna---
