@ref,@id,@form,@lemma,@postag,@relation
Leuven|2003-001|25|1,1,ἤ,ἤ2,i--------,AuxY
Leuven|2003-001|25|2,2,δῆλον,δῆλος,a-s---nn-,PNOM
Leuven|2003-001|25|3,3,ὅτι,ὅτι,c--------,AuxC
Leuven|2003-001|25|4,4,τῇ,ὁ,l-s---fd-,ATR
Leuven|2003-001|25|5,5,περί,περί,r--------,AuxP
Leuven|2003-001|25|6,6,τόν,ὁ,l-s---ma-,ATR
Leuven|2003-001|25|7,7,ἐπαινούμενον,ἐπαινέω,v-sppema-,ATR
Leuven|2003-001|25|8,8,ἀρετῇ,ἀρετή,n-s---fd-,OBJ
Leuven|2003-001|25|9,9,πεπιστευκότες,πιστεύω,v-prpamn-,ADV
Leuven|2003-001|25|10,10,ἐπιδώσομεν,ἐπιδίδωμι,v1pfia---,SBJ
Leuven|2003-001|25|11,11,ἑαυτούς,ἑαυτοῦ,p-p---ma-,OBJ
Leuven|2003-001|25|12,12,θαρροῦντες,θαρρέω,v-pppamn-,ADV
Leuven|2003-001|25|13,13,τοῖς,ὁ,l-p---nd-,ATR
Leuven|2003-001|25|14,14,ἐγκωμίοις,ἐγκώμιος,a-p---nd-,OBJ
Leuven|2003-001|25|15,15,;,;,u--------,AuxK
Leuven|2003-001|25|16,16,[0],,,PRED
