,@id,@form,@lemma,@postag,@relation
0,1,οὕτως,οὕτως,d--------,ADV
1,2,οἵ,ὁ,l-p---mn-,ATR
2,3,γε,γε,d--------,AuxZ
3,4,νόμοι,νόμος,n-p---mn-,SBJ
4,5,κάλλιστα,καλός,a-p---nas,ADV
5,6,κεῖνται,κεῖμαι,v3ppie---,PRED
6,7,οἱ,ὁ,l-p---mn-,ATR
7,8,περὶ,περί,r--------,AuxP
8,9,φόνου,φόνος,n-s---mg-,ATR
9,10,",",punc1,u--------,AuxX
10,11,οὓς,ὅς,p-p---ma-,OBJ
11,12,οὐδεὶς,οὐδείς,p-s---mn-,SBJ
12,13,πώποτε,πώποτε,d--------,ADV
13,14,ἐτόλμησε,τολμάω,v3saia---,ATR
14,15,κινῆσαι,κινέω,v--ana---,OBJ
15,16,:,punc1,u--------,AuxK
