,@id,@form,@lemma,@postag,@relation
0,1,καίτοι,καίτοι,d--------,AuxY
1,2,τὸ,ὁ,l-s---na-,ATR
2,3,παράπαν,παράπαν,d--------,ADV
3,4,ἔγωγ᾽,ἐγώ,p1s---mn-,SBJ
4,5,ἂν,ἄν1,d--------,AuxY
5,6,εἴ,εἰ,c--------,AuxC
6,7,τι,τις,p-s---na-,OBJ
7,8,συνῄδη,σύνοιδα,v1slia---,ADV_CO
8,9,ἐμαυτῷ,ἐμαυτοῦ,p-s---md-,OBJ
9,10,καὶ,καί,c--------,COORD
10,11,εἴ,εἰ,c--------,AuxC
11,12,τί,τις,p-s---nn-,SBJ
12,13,μοι,ἐγώ,p1s---md-,OBJ
13,14,τοιοῦτον,τοιοῦτος,a-s---nn-,ATR
14,15,εἴργαστο,ἐργάζομαι,v3slie---,ADV_CO
15,16,",",punc1,u--------,AuxX
16,17,ἠφάνισ᾽,ἀφανίζω,v1saia---,PRED
17,18,ἂν,ἄν1,d--------,AuxY
18,19,τὼ,ὁ,l-d---ma-,ATR
19,20,ἀνθρώπω,ἄνθρωπος,n-d---ma-,OBJ
20,21,",",punc1,u--------,AuxX
21,22,ὅτε,ὅτε,c--------,AuxC
22,23,ἐπ᾽,ἐπί,r--------,AuxP
23,24,ἐμοὶ,ἐγώ,p1s---md-,PNOM
24,25,ἦν,εἰμί,v3siia---,ADV
25,26,τοῦτο,οὗτος,a-s---na-,AuxZ
26,27,μὲν,μέν,d--------,AuxY
27,28,εἰς,εἰς,r--------,AuxP
28,29,τὴν,ὁ,l-s---fa-,ATR
29,30,Αἶνον,Αἶνος,n-s---fa-,OBJ
30,31,ἀπάγειν,ἀπάγω,v--pna---,SBJ_CO
31,32,ἅμα,ἅμα,r--------,AuxP
32,33,ἐμοί,ἐγώ,p1s---md-,ADV
33,34,",",punc1,u--------,AuxX
34,35,τοῦτο,οὗτος,a-s---na-,AuxZ
35,36,δὲ,δέ,c--------,COORD
36,37,εἰς,εἰς,r--------,AuxP
37,38,τὴν,ὁ,l-s---fa-,ATR
38,39,ἤπειρον,ἤπειρος,n-s---fa-,OBJ
39,40,διαβιβάσαι,διαβιβάζω,v-sfpafd-,SBJ_CO
40,41,",",punc1,u--------,AuxX
41,42,καὶ,καί,c--------,COORD
42,43,μὴ,μή,d--------,AuxZ
43,44,ὑπολείπεσθαι,ὑπολείπω,v--pne---,SBJ_CO
44,45,μηνυτὰς,μηνυτής,n-p---ma-,OBJ
45,46,κατ᾽,κατά,r--------,AuxP
46,47,ἐμαυτοῦ,ἐμαυτοῦ,p-s---mg-,ADV
47,48,τοὺς,ὁ,l-p---ma-,ATR
48,49,συνειδότας,σύνοιδα,v-prpama-,ATR
49,50,.,punc1,u--------,AuxK
