@id,@form,@lemma,@postag,@relation
1,ἀφικομένας,ἀφικνέομαι,v-papmfa-,ADV
2,δʼ,δέ,d--------,AuxP
3,αὐτὰς,αὐτός,p-p---fa-,OBJ
4,ὁ,ὁ,l-s---mn-,ATR
5,Λυσίας,Λυσίας,n-s---mn-,SBJ
6,εἰς,εἰς,r--------,AuxP
7,μὲν,μέν,d--------,AuxP
8,τὴν,ὁ,l-s---fa-,ATR
9,αὑτοῦ,ἑαυτοῦ,p-s---mg-,ATR
10,οἰκίαν,οἰκία,n-s---fa-,OBJ
11,οὐκ,οὐ,d--------,AuxZ
12,εἰσάγει,εἰσάγω,v3spia---,PRED
13,",",punc1,u--------,AuxX
14,αἰσχυνόμενος,αἰσχύνω,v-sppemn-,ADV
15,τήν,ὁ,l-s---fa-,ATR
16,τε,τε,d--------,AuxP
17,γυναῖκα,γυνή,n-s---fa-,OBJ_AP_CO
18,ἣν,ὅς,p-s---fa-,OBJ
19,εἶχε,ἔχω,v3siia---,ATR
20,",",punc1,u--------,APOS
21,Βραχύλλου,Βραχύλλος,n-s---mg-,ATR
22,μὲν,μέν,d--------,AuxP
23,θυγατέρα,θυγάτηρ,n-s---fa-,OBJ_AP_CO
24,",",punc1,u--------,AuxX
25,ἀδελφιδῆν,ἀδελφιδῆ,n-s---fa-,OBJ_AP_CO
26,δὲ,δέ,c--------,COORD
27,αὑτοῦ,ἑαυτοῦ,p-s---mg-,ATR
28,",",punc1,u--------,AuxX
29,καὶ,καί,c--------,COORD
30,τὴν,ὁ,l-s---fa-,ATR
31,μητέρα,μήτηρ,n-s---fa-,OBJ_CO
32,τὴν,ὁ,l-s---fa-,ATR
33,αὑτοῦ,ἑαυτοῦ,p-s---mg-,ATR
34,πρεσβυτέραν,πρέσβυς,a-s---fac,PNOM
35,τε,τε,d--------,AuxP
36,οὖσαν,εἰμί,v-sppafa-,ATR_CO
37,καὶ,καί,c--------,COORD
38,ἐν,ἐν,r--------,AuxP
39,τῷ,ὁ,l-s---md-,ATR
40,αὐτῷ,αὐτός,p-s---md-,ADV
41,διαιτωμένην,διαιτάω,v-sppefa-,ATR_CO
42,·,punc1,u--------,AuxK
