@id,@form,@lemma,@postag,@relation
1,οἱ,ὁ,l-p---mn-,ATR
2,δὲ,δέ,d--------,AuxY
3,φύλακες,φύλαξ,n-p---mn-,SBJ
4,προσελάσαντες,προσελαύνω,v-papamn-,ADV
5,ἐλοιδόρουν,λοιδορέω,v3piia---,PRED_CO
6,αὐτὸν,αὐτός,p-s---ma-,OBJ
7,καὶ,καί,d--------,AuxY
8,ἔλεγον,λέγω3,v3piia---,PRED_CO
9,εἰς,εἰς,r--------,AuxP
10,οἷον,οἷος,a-s---ma-,ATR
11,κίνδυνον,κίνδυνος,n-s---ma-,OBJ
12,ἔλθοι,ἔρχομαι,v3saoa---,OBJ
13,",",punc1,u--------,AuxX
14,καὶ,καί,c--------,COORD
15,ἔφασαν,φημί,v3paia---,PRED_CO
16,κατερεῖν,κατερῶ,v--fna---,OBJ
17,αὐτοῦ,αὐτός,p-s---mg-,OBJ
18,.,punc1,u--------,AuxK
