@ref,@id,@form,@lemma,@postag,@relation
Leuven|27679|8|1,1,τῇ,ὁ,l-s---fd-,ATR
Leuven|27679|8|2,2,ἐπαύριον,ἐπαύριον,d--------,ADV
Leuven|27679|8|3,3,",",",",u--------,AuxX
Leuven|27679|8|4,4,ὅτε,ὅτε,c--------,AuxC
Leuven|27679|8|5,5,οὐκέτι,οὐκέτι,d--------,AuxZ
Leuven|27679|8|6,6,ἐνῆν,ἔνειμι,v3siia---,ADV
Leuven|27679|8|7,7,πιεῖν,πίνω,v--ana---,SBJ
Leuven|27679|8|8,8,",",",",u--------,AuxX
Leuven|27679|8|9,9,ἐστάθη,ἵστημι,v3saip---,PRED
Leuven|27679|8|10,10,μοι,ἐγώ,p1s---cd-,ADV
Leuven|27679|8|11,11,λέγων,λέγω,v-sppamn-,ADV
Leuven|27679|8|12,12,ὅτι,ὅτι,c--------,AuxC
Leuven|27679|8|13,13,εἰ,εἰ,c--------,AuxY
Leuven|27679|8|14,14,θέλεις,ἐθέλω,v2spia---,OBJ
Leuven|27679|8|15,15,μνᾶν,μνᾶ,n-s---fa-,OBJ
Leuven|27679|8|16,16,κρέως,κρέας,n-s---ng-,ATR
Leuven|27679|8|17,17,σοι,σύ,p2s---cd-,OBJ
Leuven|27679|8|18,18,ἀγορασθῆναι,ἀγοράζω,v--anp---,OBJ
Leuven|27679|8|19,19,;,;,u--------,AuxK
