@ref,@id,@form,@lemma,@postag,@relation
Leuven|5830|3|1,1,γείνωσκε,γιγνώσκω,v2spma---,PRED_CO
Leuven|5830|3|2,2,οὖν,οὖν,d--------,AuxY
Leuven|5830|3|3,3,",",",",u--------,AuxX
Leuven|5830|3|4,4,καθὼς,καθώς,c--------,AuxC
Leuven|5830|3|5,5,ἐπέταξας,ἐπιτάσσω,v2saia---,ADV
Leuven|5830|3|6,6,ἐκφέρειν,ἐκφέρω,v--pna---,OBJ_CO
Leuven|5830|3|7,7,καὶ,καί,b--------,COORD
Leuven|5830|3|8,8,πωλεῖν,πωλέω,v--pna---,OBJ_CO
Leuven|5830|3|9,9,τὰ,ὁ,l-p---na-,ATR
Leuven|5830|3|10,10,περισσὰ,περισσός,a-p---na-,OBJ
Leuven|5830|3|11,11,ἐξενεγκάσης,ἐκφέρω,v-sapafg-,ADV
Leuven|5830|3|12,12,μου,ἐγώ,p1s---cg-,SBJ
Leuven|5830|3|13,13,τὸ,ὁ,l-s---na-,ATR
Leuven|5830|3|14,14,ἐκκοίμητρον,ἐκκοίμητρον,n-s---na-,OBJ
Leuven|5830|3|15,15,ἐπειλῆμφθαι,ἐπειλῆμφθαι,v--anp---,OBJ
Leuven|5830|3|16,16,Νέωνα,Νέων,n-s---ma-,SBJ
Leuven|5830|3|17,17,αὐτοῦ,αὐτοῦ,d--------,OBJ
Leuven|5830|3|18,18,ἐν,ἐν,r--------,AuxP
Leuven|5830|3|19,19,τῇ,ὁ,l-s---fd-,ATR
Leuven|5830|3|20,20,ἀγορᾷ,ἀγορά,n-s---fd-,ADV
Leuven|5830|3|21,21,καὶ,καί,b--------,COORD
Leuven|5830|3|22,22,ὕβριν,ὕβρις,n-s---fa-,OBJ
Leuven|5830|3|23,23,οὐ,οὐ,d--------,AuxZ
Leuven|5830|3|24,24,τὴν,ὁ,l-s---fa-,ATR
Leuven|5830|3|25,25,τυχοῦσαν,τυγχάνω,v-sapafa-,ATR
Leuven|5830|3|26,26,ποιησάμενος,ποιέω,v-sapmmn-,ADV
Leuven|5830|3|27,27,περιείλετο,περιαιρέω,v3saim---,PRED_CO
Leuven|5830|3|28,28,αὐτό,αὐτός,p-s---na-,OBJ
Leuven|5830|3|29,29,.,.,u--------,AuxK
