@ref,@id,@form,@lemma,@postag,@relation
Leuven|27328|7|1,1,καί,καί,d--------,AuxY
Leuven|27328|7|2,2,πῶς,πῶς,d--------,ADV
Leuven|27328|7|3,3,ἔχει,ἔχω,v3spia---,ATR
Leuven|27328|7|4,4,μου,ἐγώ,p1s---cg-,ATR
Leuven|27328|7|5,5,ὁ,ὁ,l-s---mn-,ATR
Leuven|27328|7|6,6,πατήρ,πατήρ,n-s---mn-,SBJ
Leuven|27328|7|7,7,",",",",u--------,AuxX
Leuven|27328|7|8,8,πέμψεις,πέμπω,v2sfia---,PRED_CO
Leuven|27328|7|9,9,μοι,ἐγώ,p1s---cd-,OBJ
Leuven|27328|7|10,10,τήν,ὁ,l-s---fa-,ATR
Leuven|27328|7|11,11,φάσιν,φάσις,n-s---fa-,OBJ
Leuven|27328|7|12,12,",",",",u--------,AuxX
Leuven|27328|7|13,13,ὅτι,ὅτι,c--------,AuxC
Leuven|27328|7|14,14,ἀσθενῶν,ἀσθενέω,v-sppamn-,ADV
Leuven|27328|7|15,15,ἀπῆλθε,ἀπέρχομαι,v3saia---,ADV
Leuven|27328|7|16,16,ἀπ’,ἀπό,r--------,AuxP
Leuven|27328|7|17,17,ἐμοῦ,ἐγώ,p1s---cg-,OBJ
Leuven|27328|7|18,18,.,.,u--------,AuxK
