@ref,@id,@form,@lemma,@postag,@relation
Leuven|21342|14|1,1,τὰ,ὁ,l-p---na-,ATR
Leuven|21342|14|2,2,δὲ,δέ,d--------,AuxY
Leuven|21342|14|3,3,τῶν,ὁ,l-p---ng-,ATR
Leuven|21342|14|4,4,παιδίων,παιδίον,n-p---ng-,ATR
Leuven|21342|14|5,5,μου,ἐγώ,p1s---cg-,ATR
Leuven|21342|14|6,6,χοιρίδιά,χοιρίδιον,n-p---na-,OBJ
Leuven|21342|14|7,7,μοι,ἐγώ,p1s---cd-,ADV
Leuven|21342|14|8,8,θρέψατε,τρέφω,v2pama---,PRED
Leuven|21342|14|9,9,ἵνα,ἵνα,c--------,AuxC
Leuven|21342|14|10,10,ἐὰν,ἐάν,c--------,AuxC
Leuven|21342|14|11,11,παραγένηται,παραγίγνομαι,v3sasm---,ADV
Leuven|21342|14|12,12,εὕρῃ,εὑρίσκω,v3sasa---,ADV
Leuven|21342|14|13,13,μου,ἐγώ,p1s---cg-,ATR
Leuven|21342|14|14,14,τὰ,ὁ,l-p---nn-,ATR
Leuven|21342|14|15,15,παιδία,παιδίον,n-p---nn-,SBJ
Leuven|21342|14|16,16,.,.,u--------,AuxK
