@ref,@id,@form,@lemma,@postag,@relation
Leuven|32904|1|1,1,κυρίᾳ,κυρία,n-s---fd-,OBJ_CO
Leuven|32904|1|2,2,μου,ἐγώ,p1s---cg-,ATR
Leuven|32904|1|3,3,καί,καί,b--------,COORD
Leuven|32904|1|4,4,ἐπιποθήτῃ,ἐπιπόθητος,n-s---fd-,ATR
Leuven|32904|1|5,5,θείᾳ,θεία,n-s---fd-,OBJ_CO
Leuven|32904|1|6,6,",",",",u--------,AuxX
Leuven|32904|1|7,7,Τάρη,Τάρη,n-s---fn-,SBJ
Leuven|32904|1|8,8,θυγάτηρ,θυγάτηρ,n-s---fn-,APOS
Leuven|32904|1|9,9,ἀδελφῆς,ἀδελφή,n-s---fg-,ATR
Leuven|32904|1|10,10,σου,σύ,p2s---cg-,ATR
Leuven|32904|1|11,11,Ἀλλοῦτος,Ἀλλοῦς,n-s---fg-,APOS
Leuven|32904|1|12,12,ἐν,ἐν,r--------,AuxP
Leuven|32904|1|13,13,θεῷ,θεός,n-s---md-,ADV
Leuven|32904|1|14,14,χαίρειν,χαίρω,v--pna---,OBJ
Leuven|32904|1|15,15,.,.,u--------,AuxK
Leuven|32904|1|16,16,[0],,---------,PRED
