@ref,@id,@form,@lemma,@postag,@relation
Leuven|677|3|1,1,καλῶς,καλός,d--------,ADV
Leuven|677|3|2,2,ἄν,ἄν,d--------,AuxY
Leuven|677|3|3,3,οὖν,οὖν,d--------,AuxY
Leuven|677|3|4,4,ποιήσαις,ποιέω,v2saoa---,PRED
Leuven|677|3|5,5,δούς,δίδωμι,v-sapamn-,ADV
Leuven|677|3|6,6,Νικάδαι,Νικάδης,n-s---md-,OBJ
Leuven|677|3|7,7,τῷ,ὁ,l-s---md-,ATR
Leuven|677|3|8,8,τά,ὁ,l-p---na-,ATR
Leuven|677|3|9,9,γράμματα,γράμμα,n-p---na-,OBJ
Leuven|677|3|10,10,σοι,σύ,p2s---cd-,OBJ
Leuven|677|3|11,11,ἀποδεδωκότι,ἀποδίδωμι,v-srpamd-,ATR
Leuven|677|3|12,12,δραχμάς,δραχμή,n-p---fa-,OBJ
Leuven|677|3|13,13,ρν,ρν,m--------,ATR
Leuven|677|3|14,14,.,.,u--------,AuxK
