@ref,@id,@form,@lemma,@postag,@relation
Leuven|33637|1|1,1,κυρίῳ,κύριος,n-s---md-,ATR
Leuven|33637|1|2,2,μου,ἐγώ,p1s---cg-,ATR
Leuven|33637|1|3,3,υἱῷ,υἱός,n-s---md-,OBJ
Leuven|33637|1|4,4,Ἰσίωνι,Ἰσίων,n-s---md-,APOS
Leuven|33637|1|5,5,Ψᾶεις,Ψάεις,n-s---fn-,SBJ_CO
Leuven|33637|1|6,6,καί,καί,b--------,COORD
Leuven|33637|1|7,7,Σύρα,Σύρα,n-s---fn-,SBJ_CO
Leuven|33637|1|8,8,πολλά,πολύς,a-p---na-,ADV
Leuven|33637|1|9,9,χαίρειν,χαίρω,v--pna---,OBJ
Leuven|33637|1|10,10,.,.,u--------,AuxK
Leuven|33637|1|11,11,[0],,---------,PRED
