@ref,@id,@form,@lemma,@postag,@relation
Leuven|892|5|1,1,γράψον,γράφω,v2sama---,PRED
Leuven|892|5|2,2,δέ,δέ,d--------,AuxY
Leuven|892|5|3,3,μοι,ἐγώ,p1s---cd-,OBJ
Leuven|892|5|4,4,καί,καί,d--------,AuxZ
Leuven|892|5|5,5,περί,περί,r--------,AuxP
Leuven|892|5|6,6,τῶν,ὁ,l-p---ng-,ATR
Leuven|892|5|7,7,ἐκ,ἐκ,r--------,AuxP
Leuven|892|5|8,8,τοῦ,ὁ,l-s---mg-,ATR
Leuven|892|5|9,9,Ἡρακλεοπολίτου,Ἡρακλεοπολίτης,n-s---mg-,ATR
Leuven|892|5|10,10,σκαφείων,σκαφεῖον,n-p---ng-,ADV
Leuven|892|5|11,11,εἰ,εἰ,c--------,AuxC
Leuven|892|5|12,12,κεκόμισαι,κομίζω,v2srie---,ADV
Leuven|892|5|13,13,αὐτά,αὐτός,p-p---na-,OBJ
Leuven|892|5|14,14,.,.,u--------,AuxK
