@ref,@id,@form,@lemma,@postag,@relation
Leuven|5830|2|1,1,εὔχομαι,εὔχομαι,v1spie---,PRED
Leuven|5830|2|2,2,δὲ,δέ,d--------,AuxY
Leuven|5830|2|3,3,τοῖς,ὁ,l-p---md-,ATR
Leuven|5830|2|4,4,θεοῖς,θεός,n-p---md-,OBJ
Leuven|5830|2|5,5,",",",",u--------,AuxX
Leuven|5830|2|6,6,ἵν’,ἵνα,c--------,AuxC
Leuven|5830|2|7,7,ὑγιαίνοντά,ὑγιαίνω,v-sppama-,ADV
Leuven|5830|2|8,8,σε,σύ,p2s---ca-,OBJ
Leuven|5830|2|9,9,ὑποδέξωμαι,ὑποδέχομαι,v1sasm---,ADV
Leuven|5830|2|10,10,κατὰ,κατά,r--------,AuxP
Leuven|5830|2|11,11,πολλοὺς,πολύς,a-p---ma-,ATR
Leuven|5830|2|12,12,τρόπους,τρόπος,n-p---ma-,ADV
Leuven|5830|2|13,13,",",",",u--------,AuxX
Leuven|5830|2|14,14,ὅτι,ὅτι,c--------,AuxC
Leuven|5830|2|15,15,καὶ,καί,b--------,AuxY
Leuven|5830|2|16,16,ἐκ,ἐκ,r--------,AuxP
Leuven|5830|2|17,17,πολεμίων,πολέμιος,a-p---mg-,ADV
Leuven|5830|2|18,18,ἡμᾶς,ἐγώ,p1p---ca-,OBJ
Leuven|5830|2|19,19,εἴρυσαι,ἐρύω,v2srie---,OBJ_CO
Leuven|5830|2|20,20,καὶ,καί,b--------,COORD
Leuven|5830|2|21,21,πάλι,πάλιν,d--------,ADV
Leuven|5830|2|22,22,εἰς,εἰς,r--------,AuxP
Leuven|5830|2|23,23,πολεμίους,πολέμιος,a-p---ma-,OBJ
Leuven|5830|2|24,24,ἡμᾶς,ἐγώ,p1p---ca-,OBJ
Leuven|5830|2|25,25,ἀφεὶς,ἀφίημι,v-sapamn-,ADV
Leuven|5830|2|26,26,ἀπελήλυθας,ἀπέρχομαι,v2sria---,OBJ_CO
Leuven|5830|2|27,27,.,.,u--------,AuxK
