@ref,@id,@form,@lemma,@postag,@relation
Leuven|28857|5|1,1,ἔχει,ἔχω,v3spia---,PRED_CO
Leuven|28857|5|2,2,δέ,δέ,d--------,AuxY
Leuven|28857|5|3,3,μου,ἐγώ,p1s---cg-,ATR
Leuven|28857|5|4,4,καί,καί,d--------,AuxZ
Leuven|28857|5|5,5,ἄλλας,ἄλλος,p-p---fa-,ATR
Leuven|28857|5|6,6,δραχμάς,δραχμή,n-p---fa-,OBJ
Leuven|28857|5|7,7,η,η,m--------,ATR
Leuven|28857|5|8,8,καί,καί,b--------,COORD
Leuven|28857|5|9,9,μετενεχθήτω,μεταφέρω,v3samp---,PRED_CO
Leuven|28857|5|10,10,καί,καί,d--------,AuxZ
Leuven|28857|5|11,11,κ,κ,m--------,ATR
Leuven|28857|5|12,12,φορτία,φορτίον,n-p---nn-,SBJ
Leuven|28857|5|13,13,καλάμου,κάλαμος,n-s---mg-,ATR
Leuven|28857|5|14,14,εἰς,εἰς,r--------,AuxP
Leuven|28857|5|15,15,τό,ὁ,l-s---na-,ATR
Leuven|28857|5|16,16,ἥμισυ,ἥμισυς,a-s---na-,ATR
Leuven|28857|5|17,17,τέταρτον,τέταρτος,a-s---na-,ADV
Leuven|28857|5|18,18,.,.,u--------,AuxK
