@ref,@id,@form,@lemma,@postag,@relation
Leuven|1781|12|1,1,δέομαι,δέω,v1spie---,PRED
Leuven|1781|12|2,2,οὖν,οὖν,d--------,AuxY
Leuven|1781|12|3,3,σου,σύ,p2s---cg-,OBJ
Leuven|1781|12|4,4,εἴ,εἰ,c--------,AuxC
Leuven|1781|12|5,5,σοι,σύ,p2s---cd-,OBJ
Leuven|1781|12|6,6,δοκεῖ,δοκέω,v3spia---,ADV
Leuven|1781|12|7,7,συντάξαι,συντάσσω,v--ana---,OBJ
Leuven|1781|12|8,8,αὐτοῖς,αὐτός,p-p---md-,OBJ
Leuven|1781|12|9,9,ὅπως,ὅπως,c--------,AuxC
Leuven|1781|12|10,10,τὰ,ὁ,l-p---na-,ATR
Leuven|1781|12|11,11,ὀφειλόμενα,ὀφείλω,v-pppena-,OBJ
Leuven|1781|12|12,12,κομίσωμαι,κομίζω,v1sasm---,OBJ_CO
Leuven|1781|12|13,13,καὶ,καί,b--------,COORD
Leuven|1781|12|14,14,τοῦ,ὁ,l-s---ng-,ATR
Leuven|1781|12|15,15,λοιποῦ,λοιπός,a-s---ng-,ADV
Leuven|1781|12|16,16,εὐτάκτωσίν,εὐτακτέω,v3pasa---,OBJ_CO
Leuven|1781|12|17,17,μοι,ἐγώ,p1s---cd-,OBJ
Leuven|1781|12|18,18,ἵνα,ἵνα,c--------,AuxC
Leuven|1781|12|19,19,μὴ,μή,d--------,AuxZ
Leuven|1781|12|20,20,τῶι,ὁ,l-s---md-,ATR
Leuven|1781|12|21,21,λιμῶι,λιμός,n-s---md-,ADV
Leuven|1781|12|22,22,παραπόλωμαι,παραπόλλυμι,v1sasm---,ADV
Leuven|1781|12|23,23,ὅτι,ὅτι,c--------,AuxC
Leuven|1781|12|24,24,οὐκ,οὐ,d--------,AuxZ
Leuven|1781|12|25,25,ἐπίσταμαι,ἐπίσταμαι,v1spie---,ADV
Leuven|1781|12|26,26,ἑλληνίζειν,ἑλληνίζω,v--pna---,OBJ
Leuven|1781|12|27,27,.,.,u--------,AuxK
