@ref,@id,@form,@lemma,@postag,@relation
Leuven|290|3|1,1,προσπέπτωκεν,προσπίπτω,v3sria---,PRED
Leuven|290|3|2,2,γάρ,γάρ,d--------,AuxY
Leuven|290|3|3,3,Παῶν,Παῶς,n-s---ma-,SBJ
Leuven|290|3|4,4,ἀναπλεῖν,ἀναπλέω,v--pna---,OBJ
Leuven|290|3|5,5,ἐν,ἐν,r--------,AuxP
Leuven|290|3|6,6,τῷ,ὁ,l-s---md-,ATR
Leuven|290|3|7,7,Τῦβι,Τῦβι,n--------,APOS
Leuven|290|3|8,8,μηνί,μήν,n-s---md-,ADV
Leuven|290|3|9,9,μετά,μετά,r--------,AuxP
Leuven|290|3|10,10,δυνάμεων,δύναμις,n-p---fg-,OBJ
Leuven|290|3|11,11,ἱκανῶν,ἱκανός,a-p---fg-,ATR
Leuven|290|3|12,12,πρός,πρός,r--------,AuxP
Leuven|290|3|13,13,τό,ὁ,l-s---na-,ATR
Leuven|290|3|14,14,καταστεῖλαι,καταστέλλω,v--ana---,ADV_CO
Leuven|290|3|15,15,τούς,ὁ,l-p---ma-,ATR
Leuven|290|3|16,16,ἐν,ἐν,r--------,AuxP
Leuven|290|3|17,17,Ἑρμώνθει,Ἑρμωνθις,n-s---md-,ATR
Leuven|290|3|18,18,ὄχλους,ὄχλος,n-p---ma-,OBJ
Leuven|290|3|19,19,",",",",u--------,AuxX
Leuven|290|3|20,20,χρήσασθαι,χράω,v--anm---,ADV_CO
Leuven|290|3|21,21,δ’,δέ,b--------,COORD
Leuven|290|3|22,22,αὐτοῖς,αὐτός,p-p---md-,OBJ
Leuven|290|3|23,23,ὡς,ὡς,c--------,AuxC
Leuven|290|3|24,24,ἀποστάταις,ἀποστάτης,n-p---md-,OBJ
Leuven|290|3|25,25,·,·,u--------,AuxK
Leuven|290|3|26,26,[0],,---------,ADV
