@ref,@id,@form,@lemma,@postag,@relation
Leuven|27109|2|1,1,καθʼ,κατά,r--------,AuxP
Leuven|27109|2|2,2,ἑκάστην,ἕκαστος,a-s---fa-,ATR
Leuven|27109|2|3,3,ἡμέραν,ἡμέρα,n-s---fa-,ADV
Leuven|27109|2|4,4,καὶ,καί,d--------,AuxZ
Leuven|27109|2|5,5,αὐτὸς,αὐτός,p-s---mn-,ADV
Leuven|27109|2|6,6,ὑπὲρ,ὑπέρ,r--------,AuxP
Leuven|27109|2|7,7,τῆς,ὁ,l-s---fg-,ATR
Leuven|27109|2|8,8,σωτηρίας,σωτηρία,n-s---fg-,ATR
Leuven|27109|2|9,9,σου,σύ,p2s---cg-,ATR
Leuven|27109|2|10,10,εὐχὰς,εὐχή,n-p---fa-,OBJ
Leuven|27109|2|11,11,ποιοῦμαι,ποιέω,v1spie---,PRED
Leuven|27109|2|12,12,παρὰ,παρά,r--------,AuxP
Leuven|27109|2|13,13,τοῖς,ὁ,l-p---md-,ATR
Leuven|27109|2|14,14,ἐνθάδε,ἐνθάδε,d--------,ATR
Leuven|27109|2|15,15,θεοῖς,θεός,n-p---md-,ADV
Leuven|27109|2|16,16,ὑπὲρ,ὑπέρ,r--------,AuxP
Leuven|27109|2|17,17,τοῦ,ὁ,l-s---ng-,ATR
Leuven|27109|2|18,18,σώζεσθαί,σῴζω,v--pne---,OBJ
Leuven|27109|2|19,19,σε,σύ,p2s---ca-,SBJ
Leuven|27109|2|20,20,εἰς,εἰς,r--------,AuxP
Leuven|27109|2|21,21,μακροὺς,μακρός,a-p---ma-,ATR
Leuven|27109|2|22,22,χρόνους,χρόνος,n-p---ma-,ADV
Leuven|27109|2|23,23,.,.,u--------,AuxK
