@ref,@id,@form,@lemma,@postag,@relation
Leuven|27679|25|1,1,Gμένη,G,---------,ADV_CO
Leuven|27679|25|2,2,καὶ,καί,b--------,COORD
Leuven|27679|25|3,3,ἐπισκεπομένη,ἐπισκέπω,v-sppefn-,ADV_CO
Leuven|27679|25|4,4,ποτὲ,ποτέ,d--------,ADV
Leuven|27679|25|5,5,ἵνʼ,ἵνα,c--------,AuxC
Leuven|27679|25|6,6,ἐξαυτῆς,ἐξαυτῆς,d--------,ADV
Leuven|27679|25|7,7,τὴν,ὁ,l-s---fa-,ATR
Leuven|27679|25|8,8,γνώμην,γνώμη,n-s---fa-,OBJ
Leuven|27679|25|9,9,συστήσω,συνίστημι,v1sasa---,ADV
Leuven|27679|25|10,10,.,.,u--------,AuxK
Leuven|27679|25|11,11,[0],_,---------,PRED
