@ref,@id,@form,@lemma,@postag,@relation
Leuven|28065|8|1,1,μάθε,μανθάνω,v2sama---,PRED
Leuven|28065|8|2,2,δέ,δέ,d--------,AuxY
Leuven|28065|8|3,3,ὅτι,ὅτι,c--------,OBJ
Leuven|28065|8|4,4,",",",",u--------,AuxX
Leuven|28065|8|5,5,ἐάν,ἐάν,c--------,AuxC
Leuven|28065|8|6,6,ἀποθάνῃ,ἀποθνῄσκω,v3sasa---,ADV
Leuven|28065|8|7,7,σου,σύ,p2s---cg-,SBJ
Leuven|28065|8|8,8,μή,μή,d--------,AuxZ
Leuven|28065|8|9,9,ὄντος,εἰμί,v-sppamg-,ADV
Leuven|28065|8|10,10,ὧδε,ὧδε,d--------,ADV
Leuven|28065|8|11,11,φεῦγε,φεύγω,v2spma---,OBJ
Leuven|28065|8|12,12,μή,μή,c--------,AuxC
Leuven|28065|8|13,13,με,ἐγώ,p1s---ca-,SBJ
Leuven|28065|8|14,14,εὑρήσῃ,εὑρίσκω,v2sfim---,ADV
Leuven|28065|8|15,15,ἀπαγχομένην,ἀπάγχω,v-sppefa-,OBJ
Leuven|28065|8|16,16,.,.,u--------,AuxK
