@ref,@id,@form,@lemma,@postag,@relation
Leuven|33637|6|1,1,οἶδας,οἶδα,v2sria---,PRED
Leuven|33637|6|2,2,ὅτι,ὅτι,c--------,AuxC
Leuven|33637|6|3,3,πέρυσι,πέρυσι,d--------,ADV
Leuven|33637|6|4,4,οὐκ,οὐ,d--------,AuxZ
Leuven|33637|6|5,5,ἐταριχεύσαμεν,ταριχεύω,v1paia---,OBJ_CO
Leuven|33637|6|6,6,γαρηρά,γαρηρόν,n-p---na-,OBJ
Leuven|33637|6|7,7,",",",",u--------,AuxX
Leuven|33637|6|8,8,ἔφετος,ἔφετος,d--------,ADV
Leuven|33637|6|9,9,δέ,δέ,b--------,COORD
Leuven|33637|6|10,10,ἐποιήσαμεν,ποιέω,v1paia---,OBJ_CO
Leuven|33637|6|11,11,καί,καί,b--------,COORD
Leuven|33637|6|12,12,ἐάν,ἐάν,c--------,AuxC
Leuven|33637|6|13,13,γένηται,γίγνομαι,v3sasm---,ADV
Leuven|33637|6|14,14,",",",",u--------,AuxX
Leuven|33637|6|15,15,ἑτοιμάσω,ἑτοιμάζω,v1sfia---,OBJ_CO
Leuven|33637|6|16,16,αὐτό,αὐτός,p-s---na-,OBJ
Leuven|33637|6|17,17,ἕως,ἕως,c--------,AuxC
Leuven|33637|6|18,18,ἔρχῃ,ἔρχομαι,v2spse---,ADV
Leuven|33637|6|19,19,.,.,u--------,AuxK
