@ref,@id,@form,@lemma,@postag,@relation
Leuven|31346|3|1,1,χρὴ,χρή,v3spia---,PRED
Leuven|31346|3|2,2,γάρ,γάρ,d--------,AuxY
Leuven|31346|3|3,3,τινα,τις,p-s---ca-,SBJ
Leuven|31346|3|4,4,ὁρῶντα,ὁράω,v-sppama-,ADV
Leuven|31346|3|5,5,ἑαυτὸν,ἑαυτοῦ,p-s---ma-,OBJ
Leuven|31346|3|6,6,ἐν,ἐν,r--------,AuxP
Leuven|31346|3|7,7,δυστυχίᾳ,δυστυχία,n-s---fd-,ADV
Leuven|31346|3|8,8,καὶ,καί,b--------,AuxY
Leuven|31346|3|9,9,ἂν,ἄν,d--------,AuxY
Leuven|31346|3|10,10,ἀναχωρεῖν,ἀναχωρέω,v--pna---,OBJ_CO
Leuven|31346|3|11,11,καὶ,καί,b--------,COORD
Leuven|31346|3|12,12,μὴ,μή,d--------,AuxZ
Leuven|31346|3|13,13,ἁπλῶς,ἁπλόος,d--------,ADV
Leuven|31346|3|14,14,μάχεσθαι,μάχομαι,v--pne---,OBJ_CO
Leuven|31346|3|15,15,τῷ,ὁ,l-s---nd-,ATR
Leuven|31346|3|16,16,δεδογμένῳ,δοκέω,v-srpend-,OBJ
Leuven|31346|3|17,17,.,.,u--------,AuxK
