@ref,@id,@form,@lemma,@postag,@relation
Leuven|31365|2|1,1,πάντα,πᾶς,a-p---na-,OBJ
Leuven|31365|2|2,2,ὑπερθέμενος,ὑπερτίθημι,v-sapmmn-,ADV
Leuven|31365|2|3,3,ἐξαυτῆς,ἐξαυτῆς,d--------,ADV
Leuven|31365|2|4,4,ἅμα,ἅμα,r--------,AuxP
Leuven|31365|2|5,5,τῷ,ὁ,l-s---nd-,ATR
Leuven|31365|2|6,6,λαβεῖν,λαμβάνω,v--ana---,ADV
Leuven|31365|2|7,7,σε,σύ,p2s---ca-,SBJ
Leuven|31365|2|8,8,ταῦτά,οὗτος,p-p---na-,ATR
Leuven|31365|2|9,9,μου,ἐγώ,p1s---cg-,ATR
Leuven|31365|2|10,10,τὰ,ὁ,l-p---na-,ATR
Leuven|31365|2|11,11,γράμματα,γράμμα,n-p---na-,OBJ
Leuven|31365|2|12,12,γενοῦ,γίγνομαι,v2samm---,PRED
Leuven|31365|2|13,13,πρὸς,πρός,r--------,AuxP
Leuven|31365|2|14,14,ἐμὲ,ἐγώ,p1s---ca-,OBJ
Leuven|31365|2|15,15,ἐπεὶ,ἐπεί,c--------,AuxC
Leuven|31365|2|16,16,ἡ,ὁ,l-s---fn-,ATR
Leuven|31365|2|17,17,ἀδελφή,ἀδελφή,n-s---fn-,SBJ
Leuven|31365|2|18,18,σου,σύ,p2s---cg-,ATR
Leuven|31365|2|19,19,νωθρεύεται,νωθρεύω,v3spie---,ADV
Leuven|31365|2|20,20,.,.,u--------,AuxK
