@ref,@id,@form,@lemma,@postag,@relation
Leuven|5359|3|1,1,καλῶς,καλός,d--------,ADV
Leuven|5359|3|2,2,οὖν,οὖν,d--------,AuxY
Leuven|5359|3|3,3,ποιήσεις,ποιέω,v2sfia---,PRED
Leuven|5359|3|4,4,",",",",u--------,AuxX
Leuven|5359|3|5,5,ἐάν,ἐάν,c--------,AuxC
Leuven|5359|3|6,6,σοι,σύ,p2s---cd-,OBJ
Leuven|5359|3|7,7,φαίνηται,φαίνω,v3spse---,ADV
Leuven|5359|3|8,8,",",",",u--------,AuxX
Leuven|5359|3|9,9,διασαφήσας,διασαφέω,v-sapamn-,ADV
Leuven|5359|3|10,10,τῷ,ὁ,l-s---md-,ATR
Leuven|5359|3|11,11,Πτολεμαίῳ,Πτολεμαῖος,n-s---md-,OBJ
Leuven|5359|3|12,12,τινά,τις,p-s---ca-,SBJ
Leuven|5359|3|13,13,τήν,ὁ,l-s---fa-,ATR
Leuven|5359|3|14,14,οἰκονομίαν,οἰκονομία,n-s---fa-,OBJ
Leuven|5359|3|15,15,ποιήσασθαι,ποιέω,v--anm---,OBJ
Leuven|5359|3|16,16,.,.,u--------,AuxK
