@ref,@id,@form,@lemma,@postag,@relation
Leuven|27679|32|1,1,ὀργίζομαι,ὀργίζω,v1spie---,PRED
Leuven|27679|32|2,2,δὲ,δέ,d--------,AuxZ
Leuven|27679|32|3,3,ὅτι,ὅτι,c--------,AuxC
Leuven|27679|32|4,4,οὐκ,οὐ,d--------,AuxZ
Leuven|27679|32|5,5,ἀπετάξατό,ἀποτάσσω,v3saim---,ADV_CO
Leuven|27679|32|6,6,μοι,ἐγώ,p1s---cd-,OBJ
Leuven|27679|32|7,7,ἀλλὰ,ἀλλά,b--------,COORD
Leuven|27679|32|8,8,ἄνευ,ἄνευ,r--------,AuxP
Leuven|27679|32|9,9,μοῦ,ἐγώ,p1s---cg-,ADV
Leuven|27679|32|10,10,ἀπεδήμησε,ἀποδημέω,v3saia---,ADV_CO
Leuven|27679|32|11,11,.,.,u--------,AuxK
