@ref,@id,@form,@lemma,@postag,@relation
Leuven|76|1|1,1,Πετεσοῦχος,Πετεσοῦχος,n-s---mn-,SBJ
Leuven|76|1|2,2,Πανεβχούνιος,Πανεβχοῦνις,n-s---mg-,ATR
Leuven|76|1|3,3,Πετεαρσεμθεῖ,Πετεαρσεμθεύς,n-s---md-,OBJ_CO
Leuven|76|1|4,4,καί,καί,b--------,AuxY
Leuven|76|1|5,5,Παγάνει,Παγάνης,n-s---md-,OBJ_CO
Leuven|76|1|6,6,Πανεβχούνιος,Πανεβχοῦνις,n-s---mg-,ATR
Leuven|76|1|7,7,καί,καί,b--------,AuxY
Leuven|76|1|8,8,Παθήμει,Παθημις,n-s---md-,OBJ_CO
Leuven|76|1|9,9,Παρᾶ,Παρα,n-s---mg-,ATR
Leuven|76|1|10,10,καί,καί,b--------,AuxY
Leuven|76|1|11,11,Πετεαρσεμθεῖ,Πετεαρσεμθεύς,n-s---md-,OBJ_CO
Leuven|76|1|12,12,Ἁργενούφιος,Ἁργενοῦφις,n-s---mg-,ATR
Leuven|76|1|13,13,καί,καί,b--------,AuxY
Leuven|76|1|14,14,Πετεαρσεμθεῖ,Πετεαρσεμθεύς,n-s---md-,OBJ_CO
Leuven|76|1|15,15,Ψεννήσιος,Ψεννησις,n-s---mg-,ATR
Leuven|76|1|16,16,καί,καί,b--------,COORD
Leuven|76|1|17,17,Ὥρῳ,Ὧρος,n-s---md-,OBJ_CO
Leuven|76|1|18,18,Πατῆτος,Πατῆς,n-s---mg-,ATR
Leuven|76|1|19,19,χαίρειν,χαίρω,v--pna---,OBJ_CO
Leuven|76|1|20,20,καί,καί,b--------,COORD
Leuven|76|1|21,21,ἐρρῶσθαι,ῥώννυμι,v--rne---,OBJ_CO
Leuven|76|1|22,22,.,.,u--------,AuxK
Leuven|76|1|23,23,[0],,---------,PRED
